gene_id	colors
DNAJC18	grey
DNAJC19	grey
DNAJC2	blue
DNAJC21	grey
DNAJC22	grey
DNAJC24	grey
DNAJC25	grey
DNAJC27	grey
DNAJC27-AS1	grey
DNAJC3	grey
DNAJC30	grey
DNAJC4	grey
DNAJC5	grey
DNAJC6	grey
DNAJC7	grey
DNAJC8	grey
DNAJC9	grey
DNAL1	grey
DNAL4	grey
DNALI1	grey
DNASE1	grey
DNASE1L1	grey
DNASE1L2	grey
DNASE1L3	grey
DNASE2	grey
DNHD1	grey
DNLZ	grey
DNM1	grey
DNM1L	grey
DNM1P35	grey
DNM1P46	grey
DNM2	yellow
DNM3	grey
DNM3OS	grey
DNMBP	grey
DNMT1	grey
DNMT3A	grey
DNMT3B	grey
DNPEP	grey
DNTTIP1	grey
DNTTIP2	blue
DOC2A	grey
DOC2GP	grey
DOCK1	grey
DOCK10	brown
DOCK11	grey
DOCK2	grey
DOCK3	grey
DOCK4	grey
DOCK5	grey
DOCK6	grey
DOCK7	grey
DOCK8	grey
DOCK9	grey
DOHH	grey
DOK1	grey
DOK2	grey
DOK3	grey
DOK4	grey
DOK5	grey
DOK6	grey
DOLK	grey
DOLPP1	grey
DONSON	grey
DOT1L	grey
DPAGT1	grey
DPCD	grey
DPEP2	grey
DPEP3	grey
DPF1	grey
DPF2	grey
DPF3	grey
DPH1	grey
DPH2	grey
DPH3	grey
DPH5	grey
DPM1	grey
DPM2	grey
DPM3	grey
DPP3	grey
DPP4	grey
DPP7	grey
DPP8	grey
DPP9	grey
DPPA4	grey
DPRXP4	grey
DPY19L1	grey
DPY19L1P1	grey
DPY19L2	grey
DPY19L2P2	grey
DPY19L2P3	grey
DPY19L3	grey
DPY19L4	grey
DPY30	turquoise
DPYD	grey
DPYS	grey
DPYSL2	grey
DPYSL4	grey
DPYSL5	grey
DQX1	grey
DR1	grey
DRAM1	grey
DRAM2	grey
DRAP1	grey
DRD3	grey
DRG1	grey
DRG2	grey
DROSHA	grey
DRP2	grey
DSC1	grey
DSC2	grey
DSC3	grey
DSCAML1	grey
DSCC1	grey
DSCR9	grey
DSE	grey
DSG2	grey
DSG3	grey
DSN1	grey
DST	grey
DSTN	grey
DSTNP2	grey
DSTYK	grey
DTD1	grey
DTHD1	grey
DTL	grey
DTNB	grey
DTNBP1	grey
DTWD1	grey
DTWD2	grey
DTX1	grey
DTX2	grey
DTX2P1-UPK3BP1-PMS2P11	grey
DTX3	grey
DTX3L	grey
DTX4	grey
DTYMK	grey
DUOX1	grey
DUOX2	grey
DUS1L	grey
DUS3L	grey
DUS4L	grey
DUSP1	turquoise
DUSP10	grey
DUSP11	blue
DUSP12	grey
DUSP16	turquoise
DUSP18	grey
DUSP19	grey
DUSP2	turquoise
DUSP22	grey
DUSP23	grey
DUSP28	grey
DUSP3	grey
DUSP4	turquoise
DUSP5	turquoise
DUSP6	grey
DUSP7	grey
DUSP9	grey
DUT	grey
DVL1	grey
DVL2	grey
DVL3	grey
DYDC2	grey
DYM	grey
DYNC1H1	grey
DYNC1I1	grey
DYNC1I2	grey
DYNC1LI1	grey
DYNC1LI2	grey
DYNC2H1	grey
DYNC2LI1	grey
DYNLL1	grey
DYNLL2	grey
DYNLRB1	grey
DYNLRB2	grey
DYNLT1	turquoise
DYNLT3	grey
DYRK1A	brown
DYRK1B	grey
DYRK2	grey
DYRK3	grey
DYRK4	grey
DYSF	grey
DZANK1	grey
DZIP1	grey
DZIP1L	grey
DZIP3	grey
E2F1	grey
E2F2	grey
E2F3	grey
E2F4	yellow
E2F5	grey
E2F6	grey
E2F7	grey
E2F8	grey
E4F1	grey
EAF1	grey
EAF2	grey
EAPP	brown
EARS2	grey
EBAG9	grey
EBF1	grey
EBF3	grey
EBF4	grey
EBI3	grey
EBLN2	grey
EBNA1BP2	grey
EBP	grey
EBPL	grey
ECD	grey
ECE1	grey
ECH1	grey
ECHDC1	grey
ECHDC2	grey
ECHDC3	grey
ECHS1	grey
ECI1	grey
ECI2	turquoise
ECM1	grey
ECM2	grey
ECSCR	grey
ECSIT	grey
ECT2	grey
ECT2L	grey
EDA	grey
EDA2R	grey
EDAR	grey
EDARADD	grey
EDC3	grey
EDC4	grey
EDEM1	grey
EDEM2	grey
EDEM3	grey
EDF1	grey
EDN1	grey
EDN3	grey
EDNRB	grey
EEA1	grey
EED	grey
EEF1A1	grey
EEF1A2	grey
EEF1B2	grey
EEF1D	grey
EEF1E1	grey
EEF2	grey
EEF2K	grey
EEFSEC	grey
EEPD1	grey
EFCAB10	grey
EFCAB11	grey
EFCAB2	grey
EFCAB5	grey
EFCAB6	grey
EFCAB7	grey
EFEMP2	grey
EFHB	grey
EFHC1	grey
EFHC2	grey
EFHD1	grey
EFHD2	grey
EFNA1	grey
EFNA3	grey
EFNA4	grey
EFNA5	grey
EFNB1	grey
EFNB2	grey
EFR3A	grey
EFR3B	grey
EFTUD2	grey
EGF	grey
EGFEM1P	grey
EGFL6	grey
EGFL7	grey
EGLN1	grey
EGLN2	grey
EGLN3	grey
EGOT	grey
EGR1	grey
EGR2	grey
EGR3	grey
EHBP1	grey
EHBP1L1	grey
EHD1	grey
EHD2	grey
EHD3	grey
EHD4	grey
EHF	grey
EHHADH	grey
EHMT1	grey
EI24	grey
EID1	grey
EID2	grey
EID2B	grey
EID3	grey
EIF1	blue
EIF1AD	grey
EIF1AX	grey
EIF1AY	grey
EIF1B	grey
EIF2A	grey
EIF2AK1	grey
EIF2AK2	grey
EIF2AK3	grey
EIF2AK4	grey
EIF2B1	grey
EIF2B2	grey
EIF2B3	grey
EIF2B4	grey
EIF2B5	grey
EIF2D	grey
EIF2S1	grey
EIF2S2	grey
EIF2S3	grey
EIF3A	blue
EIF3B	grey
EIF3D	grey
EIF3E	grey
EIF3F	grey
EIF3G	brown
EIF3H	grey
EIF3I	grey
EIF3J	grey
EIF3K	grey
EIF3L	grey
EIF3M	grey
EIF4A2	grey
EIF4A3	grey
EIF4B	grey
EIF4E	grey
EIF4E2	grey
EIF4E3	grey
EIF4EBP1	grey
EIF4EBP2	grey
EIF4EBP3	grey
EIF4ENIF1	grey
EIF4G1	grey
EIF4G2	grey
EIF4G3	grey
EIF4H	grey
EIF5	blue
EIF5A	grey
EIF5A2	grey
EIF5AL1	grey
EIF5B	grey
EIF6	grey
ELAC1	grey
ELAC2	grey
ELAVL1	grey
ELAVL4	grey
ELF1	blue
ELF2	grey
ELF3	grey
ELF4	grey
ELFN1	grey
ELFN2	grey
ELK1	grey
ELK3	grey
ELK4	brown
ELL	grey
ELL2	turquoise
ELL3	grey
ELMO1	grey
ELMO2	grey
ELMO3	grey
ELMOD1	grey
ELMOD2	grey
ELMOD3	grey
ELOF1	grey
ELOVL1	grey
ELOVL3	grey
ELOVL4	grey
ELOVL5	grey
ELOVL6	grey
ELOVL7	grey
ELP2	grey
ELP3	grey
ELP4	grey
EMB	brown
EMBP1	grey
EMD	grey
EME1	grey
EME2	grey
EMG1	grey
EMID1	grey
EMILIN1	grey
EMILIN2	grey
EMILIN3	grey
EML1	grey
EML2	grey
EML3	grey
EML4	blue
EML5	grey
EML6	grey
EMP1	grey
EMP2	grey
EMP3	grey
EMX2OS	grey
ENAH	grey
ENC1	grey
ENDOD1	grey
ENDOG	grey
ENDOU	grey
ENDOV	grey
ENG	grey
ENGASE	grey
ENHO	grey
ENKUR	grey
ENO1	brown
ENO1-AS1	grey
ENO2	grey
ENO3	grey
ENOPH1	grey
ENOSF1	grey
ENOX1	grey
ENOX2	grey
ENPEP	grey
ENPP1	grey
ENPP2	grey
ENPP3	grey
ENPP4	grey
ENPP5	grey
ENPP6	grey
ENSA	grey
ENTHD1	grey
ENTPD1	grey
ENTPD2	grey
ENTPD3	grey
ENTPD3-AS1	grey
ENTPD4	grey
ENTPD5	grey
ENTPD6	grey
ENTPD7	grey
ENY2	grey
EOMES	grey
EP300	grey
EP400	grey
EPAS1	grey
EPB41	grey
EPB41L1	grey
EPB41L2	grey
EPB41L3	grey
EPB41L4A	grey
EPB41L4A-AS1	grey
EPB41L5	grey
EPC1	grey
EPC2	grey
EPDR1	grey
EPG5	grey
EPGN	grey
EPHA1	grey
EPHA10	grey
EPHA4	grey
EPHB1	grey
EPHB2	grey
EPHB3	grey
EPHB4	grey
EPHB6	grey
EPHX1	grey
EPHX2	grey
EPHX3	grey
EPHX4	grey
EPM2A	grey
EPM2AIP1	grey
EPN1	grey
EPN2	grey
EPN3	grey
EPO	grey
EPOR	grey
EPPK1	grey
EPS15	grey
EPS15L1	grey
EPS8	grey
EPS8L1	grey
EPS8L2	grey
EPSTI1	grey
EPX	grey
ERAL1	grey
ERAP1	grey
ERAP2	grey
ERBB2	grey
ERBB3	grey
ERBB4	grey
ERC1	grey
ERCC1	grey
ERCC2	grey
ERCC3	grey
ERCC4	grey
ERCC5	grey
ERCC6	grey
ERCC6L	grey
ERCC8	grey
EREG	grey
ERF	grey
ERGIC1	grey
ERGIC2	grey
ERGIC3	grey
ERH	grey
ERI1	grey
ERI2	grey
ERI3	grey
ERICH1	grey
ERLEC1	grey
ERLIN1	grey
ERLIN2	grey
ERMAP	grey
ERMN	grey
ERMP1	grey
ERN1	grey
ERN2	grey
ERP27	grey
ERP29	grey
ERP44	grey
ERRFI1	grey
ERV3-1	grey
ERVFRD-1	grey
ERVK13-1	grey
ERVMER34-1	grey
ESAM	grey
ESCO1	brown
ESCO2	grey
ESD	grey
ESF1	grey
ESM1	grey
ESPL1	grey
ESPN	grey
ESPNL	grey
ESR1	grey
ESR2	grey
ESRP1	grey
ESRP2	grey
ESRRA	grey
ESRRB	grey
ESYT1	grey
ESYT2	grey
ESYT3	grey
ETAA1	grey
ETF1	turquoise
ETFA	grey
ETFB	grey
ETFDH	grey
ETHE1	grey
ETNK1	grey
ETNK2	grey
ETS1	grey
ETS2	grey
ETV1	grey
ETV2	grey
ETV3	turquoise
ETV4	grey
ETV5	grey
ETV6	grey
ETV7	grey
EVC	grey
EVC2	grey
EVI2A	grey
EVI2B	grey
EVI5	grey
EVI5L	grey
EVL	grey
EVPL	grey
EWSR1	grey
EXD1	grey
EXD2	grey
EXD3	grey
EXO1	grey
EXOC1	grey
EXOC2	grey
EXOC3	grey
EXOC3L1	grey
EXOC3L2	grey
EXOC4	grey
EXOC5	grey
EXOC6	grey
EXOC6B	grey
EXOC7	grey
EXOC8	grey
EXOG	grey
EXOSC1	grey
EXOSC10	grey
EXOSC2	grey
EXOSC3	grey
EXOSC4	grey
EXOSC5	grey
EXOSC6	grey
EXOSC7	grey
EXOSC8	grey
EXOSC9	grey
EXPH5	grey
EXT1	grey
EXT2	grey
EXTL1	grey
EXTL2	grey
EXTL3	grey
EYA2	grey
EYA3	grey
EYS	grey
EZH1	grey
EZH2	grey
EZR	grey
F11	grey
F11R	grey
F12	grey
F2	grey
F2R	grey
F2RL1	grey
F2RL2	grey
F2RL3	grey
F3	grey
F5	grey
F8	grey
F8A1	grey
FA2H	grey
FAAH	grey
FAAH2	grey
FABP3	grey
FABP5	grey
FABP5P3	grey
FADD	grey
FADS1	grey
FADS2	grey
FADS3	grey
FAF1	grey
FAF2	grey
FAH	grey
FAHD1	grey
FAHD2A	grey
FAHD2B	grey
FAIM	grey
FAIM2	grey
FAM102A	grey
FAM102B	grey
FAM104A	grey
FAM104B	grey
FAM106A	grey
FAM107B	grey
FAM110A	grey
FAM110B	grey
FAM110C	grey
FAM111A	grey
FAM111B	grey
FAM114A1	grey
FAM114A2	grey
FAM117A	grey
FAM117B	grey
FAM118A	grey
FAM118B	grey
FAM120A	grey
FAM120AOS	grey
FAM120B	grey
FAM120C	grey
FAM124A	grey
FAM124B	grey
FAM126A	grey
FAM126B	grey
FAM131A	grey
FAM131B	grey
FAM133A	grey
FAM133B	grey
FAM135A	grey
FAM136A	grey
FAM13A	grey
FAM13A-AS1	grey
FAM13B	grey
FAM149A	grey
FAM149B1	grey
FAM151B	grey
FAM153A	grey
FAM153B	grey
FAM156A	grey
FAM157A	grey
FAM161A	grey
FAM161B	grey
FAM162A	grey
FAM163A	grey
FAM166A	grey
FAM166B	grey
FAM167A	grey
FAM167B	grey
FAM168A	grey
FAM168B	grey
FAM169A	grey
FAM171A1	grey
FAM171B	grey
FAM172A	brown
FAM172BP	grey
FAM174A	grey
FAM174B	grey
FAM177A1	turquoise
FAM177B	grey
FAM178B	grey
FAM180B	grey
FAM184A	grey
FAM184B	grey
FAM185A	grey
FAM186A	grey
FAM186B	grey
FAM189A2	grey
FAM193A	grey
FAM193B	grey
FAM199X	grey
FAM200A	grey
FAM200B	grey
FAM201A	grey
FAM204A	grey
FAM209A	grey
FAM209B	grey
FAM20A	grey
FAM20B	grey
FAM20C	grey
FAM210A	grey
FAM210B	grey
FAM214A	brown
FAM214B	grey
FAM215A	grey
FAM216A	grey
FAM217A	grey
FAM217B	grey
FAM24B	grey
FAM32A	grey
FAM3A	grey
FAM3B	grey
FAM3C	grey
FAM43A	grey
FAM47E	grey
FAM50A	grey
FAM50B	grey
FAM53A	grey
FAM53B	grey
FAM53C	grey
FAM66B	grey
FAM66C	grey
FAM66D	grey
FAM71D	grey
FAM71E1	grey
FAM71F2	grey
FAM72A	grey
FAM72B	grey
FAM72D	grey
FAM76A	grey
FAM76B	blue
FAM78A	grey
FAM78B	grey
FAM81B	grey
FAM83A	grey
FAM83D	grey
FAM83E	grey
FAM83G	grey
FAM86B1	grey
FAM86B2	grey
FAM86C2P	grey
FAM86DP	grey
FAM86EP	grey
FAM86FP	grey
FAM86HP	grey
FAM89A	grey
FAM89B	grey
FAM8A1	grey
FAM90A1	grey
FAM91A1	blue
FAM98A	grey
FAM98B	grey
FAM98C	grey
FAM9C	grey
FAN1	grey
FANCA	grey
FANCB	grey
FANCC	grey
FANCD2	grey
FANCE	grey
FANCF	turquoise
FANCG	grey
FANCI	grey
FANCL	grey
FANCM	grey
FANK1	grey
FAR1	grey
FAR2	grey
FARP1	grey
FARP2	grey
FARS2	grey
FARSA	grey
FARSB	grey
FAS	grey
FASLG	grey
FASN	grey
FASTK	yellow
FASTKD1	grey
FASTKD2	brown
FASTKD3	grey
FASTKD5	grey
FAT1	grey
FAT2	grey
FAT4	grey
FAU	grey
FBF1	grey
FBL	grey
FBLIM1	grey
FBLN1	grey
FBLN5	grey
FBLN7	grey
FBN1	grey
FBN2	grey
FBP1	grey
FBRS	grey
FBRSL1	grey
FBXL12	grey
FBXL13	grey
FBXL14	grey
FBXL15	grey
FBXL16	grey
FBXL17	grey
FBXL18	grey
FBXL19	grey
FBXL19-AS1	grey
FBXL2	grey
FBXL20	grey
FBXL22	grey
FBXL3	grey
FBXL4	grey
FBXL5	grey
FBXL6	grey
FBXL8	grey
FBXO10	grey
FBXO11	brown
FBXO15	grey
FBXO17	grey
FBXO2	grey
FBXO21	grey
FBXO22	grey
FBXO24	grey
FBXO25	grey
FBXO27	grey
FBXO28	grey
FBXO3	grey
FBXO30	grey
FBXO31	grey
FBXO32	grey
FBXO33	grey
FBXO34	grey
FBXO36	grey
FBXO38	grey
FBXO39	grey
FBXO4	grey
FBXO40	grey
FBXO41	grey
FBXO42	grey
FBXO43	grey
FBXO44	grey
FBXO45	grey
FBXO46	grey
FBXO48	grey
FBXO5	grey
FBXO6	grey
FBXO7	grey
FBXO8	grey
FBXO9	grey
FBXW10	grey
FBXW11	grey
FBXW2	grey
FBXW4	grey
FBXW4P1	grey
FBXW5	grey
FBXW7	grey
FBXW8	grey
FBXW9	grey
FCER1A	grey
FCER1G	grey
FCER2	grey
FCF1	grey
FCGBP	grey
FCGR2A	grey
FCGR2B	grey
FCGR3A	grey
FCGR3B	grey
FCGRT	grey
FCHO1	grey
FCHO2	grey
FCHSD1	grey
FCHSD2	grey
FCN1	grey
FCRL1	grey
FCRL2	grey
FCRL3	grey
FCRL6	grey
FCRLA	grey
FCRLB	grey
FDFT1	grey
FDPS	grey
FDX1	grey
FDXACB1	grey
FDXR	grey
FECH	grey
FEM1A	grey
FEM1B	grey
FEM1C	blue
FEN1	grey
FER	grey
FER1L4	grey
FER1L5	grey
FERMT1	grey
FERMT2	grey
FERMT3	grey
FES	grey
FEZ1	grey
FEZ2	grey
FFAR2	grey
FFAR3	grey
FGD1	grey
FGD2	grey
FGD3	grey
FGD4	grey
FGD5	grey
FGD5-AS1	grey
FGD6	grey
FGF11	grey
FGF14	grey
FGF17	grey
FGF18	grey
FGF2	grey
FGF20	grey
FGF7	grey
FGF9	grey
FGFBP2	grey
FGFBP3	grey
FGFR1	grey
FGFR1OP2	grey
FGFR2	grey
FGFR3	grey
FGFR4	grey
FGFRL1	grey
FGGY	grey
FGL2	grey
FGR	grey
FH	grey
FHAD1	grey
FHDC1	grey
FHIT	grey
FHL1	grey
FHL2	grey
FHL3	grey
FHOD1	grey
FHOD3	grey
FIBP	grey
FICD	grey
FIG4	grey
FIGNL1	grey
FIGNL2	grey
FILIP1	grey
FILIP1L	turquoise
FIP1L1	grey
FIS1	grey
FITM1	grey
FITM2	grey
FIZ1	grey
FKBP10	grey
FKBP11	grey
FKBP14	grey
FKBP15	grey
FKBP1A	grey
FKBP1AP1	grey
FKBP1B	grey
FKBP2	grey
FKBP3	grey
FKBP4	grey
FKBP5	grey
FKBP6	grey
FKBP7	grey
FKBP8	yellow
FKBP9	grey
FKRP	grey
FKTN	grey
FLAD1	grey
FLCN	grey
FLG2	grey
FLI1	turquoise
FLII	grey
FLJ12825	grey
FLJ20021	grey
FLJ30679	grey
FLJ37453	grey
FLJ38576	grey
FLJ40194	grey
FLJ42393	grey
FLNA	grey
FLNB	grey
FLOT2	grey
FLRT1	grey
FLT1	grey
FLT3	grey
FLT3LG	grey
FLT4	grey
FLVCR1	grey
FLVCR2	grey
FLYWCH1	grey
FLYWCH2	grey
FMN1	grey
FMNL1	turquoise
FMNL2	grey
FMNL3	grey
FMO4	grey
FMO5	grey
FMR1	grey
FMR1-AS1	grey
FN1	grey
FN3K	grey
FN3KRP	grey
FNBP1	yellow
FNBP1L	grey
FNBP4	brown
FNDC1	grey
FNDC3A	brown
FNDC3B	grey
FNDC4	grey
FNDC5	grey
FNDC7	grey
FNDC8	grey
FNDC9	grey
FNIP1	grey
FNIP2	grey
FNTA	grey
FNTB	grey
FOS	grey
FOSB	grey
FOSL1	grey
FOSL2	turquoise
FOXA1	grey
FOXB1	grey
FOXC1	grey
FOXD1	grey
FOXD2	grey
FOXD4L1	grey
FOXE1	grey
FOXJ1	grey
FOXJ2	grey
FOXJ3	grey
FOXK1	grey
FOXK2	grey
FOXM1	grey
FOXN2	grey
FOXN3	grey
FOXO1	grey
FOXO3	grey
FOXO3B	grey
FOXO4	grey
FOXP1	grey
FOXP2	grey
FOXP3	grey
FOXP4	grey
FOXR1	grey
FOXRED1	grey
FOXRED2	grey
FPGS	grey
FPGT	grey
FPR1	grey
FPR2	grey
FRA10AC1	grey
FRAS1	grey
FRAT1	grey
FRAT2	grey
FREM1	grey
FREM2	grey
FREM3	grey
FRG1	grey
FRK	grey
FRMD3	grey
FRMD4A	grey
FRMD4B	grey
FRMD5	grey
FRMD6	grey
FRMD6-AS1	grey
FRMD8	grey
FRMD8P1	grey
FRMPD1	grey
FRRS1	grey
FRS2	grey
FRS3	grey
FRY	grey
FRYL	brown
FSCN1	grey
FSCN2	grey
FSCN3	grey
FSD1	grey
FSD1L	grey
FSD2	grey
FSIP1	grey
FSIP2	grey
FST	grey
FSTL1	grey
FSTL3	grey
FSTL4	grey
FTCD	grey
FTH1	turquoise
FTH1P3	grey
FTL	grey
FTO	grey
FTSJ1	grey
FTSJ3	grey
FTX	grey
FUBP1	grey
FUBP3	grey
FUCA1	grey
FUCA2	grey
FUNDC1	grey
FUNDC2	grey
FUNDC2P2	grey
FURIN	turquoise
FUS	grey
FUT1	grey
FUT10	grey
FUT11	grey
FUT2	grey
FUT3	grey
FUT4	grey
FUT6	grey
FUT7	grey
FUT8	grey
FUZ	grey
FXN	grey
FXR1	grey
FXR2	grey
FXYD2	grey
FXYD5	grey
FXYD6	grey
FXYD7	grey
FYCO1	grey
FYN	grey
FYTTD1	grey
FZD1	grey
FZD2	grey
FZD3	grey
FZD4	grey
FZD5	grey
FZD6	grey
FZD7	grey
FZD8	grey
FZR1	yellow
G0S2	grey
G2E3	grey
G3BP1	grey
G3BP2	grey
G6PC3	grey
G6PD	grey
GAA	grey
GAB1	grey
GAB2	grey
GAB3	grey
GABARAP	grey
GABARAPL1	turquoise
GABARAPL2	grey
GABPA	grey
GABPB1	grey
GABPB2	grey
GABRB3	grey
GABRR2	grey
GADD45A	turquoise
GADD45B	turquoise
GADD45G	grey
GADD45GIP1	grey
GADL1	grey
GAK	grey
GAL3ST4	grey
GALC	grey
GALE	grey
GALK1	grey
GALK2	grey
GALM	grey
GALNS	grey
GALNT1	grey
GALNT10	grey
GALNT11	grey
GALNT12	grey
GALNT13	grey
GALNT2	grey
GALNT3	grey
GALNT5	grey
GALNT6	grey
GALNT7	grey
GALNT8	grey
GALNT9	grey
GALR2	turquoise
GALT	grey
GAMT	grey
GAN	grey
GANAB	grey
GANC	grey
GAPDH	grey
GAPDHS	grey
GAPT	grey
GAPVD1	grey
GAR1	grey
GARNL3	grey
GART	grey
GAS1	grey
GAS2	grey
GAS2L1	grey
GAS2L2	grey
GAS2L3	grey
GAS5	grey
GAS6	grey
GAS7	grey
GAS8	grey
GATA2	grey
GATA3	grey
GATA6	grey
GATAD1	grey
GATAD2A	grey
GATAD2B	grey
GATC	grey
GATM	grey
GBA2	grey
GBAP1	grey
GBE1	grey
GBF1	grey
GBGT1	grey
GBP1	grey
GBP1P1	grey
GBP2	grey
GBP3	grey
GBP4	grey
GBP5	grey
GBP6	grey
GBP7	grey
GCA	grey
GCAT	grey
GCC1	turquoise
GCC2	brown
GCDH	grey
GCFC2	grey
GCH1	grey
GCHFR	grey
GCK	grey
GCLC	grey
GCLM	turquoise
GCM1	grey
GCNT1	grey
GCNT2	grey
GCNT4	grey
GCNT7	grey
GCSH	grey
GDAP1	grey
GDAP1L1	grey
GDAP2	grey
GDE1	grey
GDF10	grey
GDF11	grey
GDF7	grey
GDF9	grey
GDI1	grey
GDI2	grey
GDPD1	grey
GDPD2	grey
GDPD3	grey
GDPD5	grey
GEM	grey
GEMIN2	grey
GEMIN4	grey
GEMIN5	grey
GEMIN6	grey
GEMIN7	grey
GEMIN8	grey
GEMIN8P4	grey
GEN1	grey
GET4	grey
GFAP	grey
GFER	grey
GFI1	grey
GFI1B	grey
GFM1	grey
GFM2	grey
GFOD1	grey
GFOD2	grey
GFPT1	grey
GFPT2	grey
GFRA2	grey
GFRAL	grey
GGA1	grey
GGA2	grey
GGA3	grey
GGCT	grey
GGCX	grey
GGH	grey
GGN	grey
GGNBP1	grey
GGNBP2	grey
GGPS1	grey
GGT1	grey
GGT5	grey
GGT6	grey
GGT7	grey
GHDC	grey
GHITM	grey
GHR	grey
GHRL	grey
GHRLOS	grey
GIGYF1	grey
GIGYF2	grey
GIMAP1	turquoise
GIMAP2	grey
GIMAP4	turquoise
GIMAP5	grey
GIMAP6	turquoise
GIMAP7	turquoise
GIMAP8	turquoise
GIN1	grey
GINS1	grey
GINS2	grey
GINS3	grey
GINS4	grey
GIPC1	grey
GIPC2	grey
GIPC3	grey
GIPR	grey
GIT1	grey
GIT2	grey
GJA1	grey
GJA3	grey
GJB5	grey
GJB6	grey
GJB7	grey
GJC1	grey
GJC2	grey
GJC3	grey
GK	grey
GK3P	grey
GK5	grey
GKAP1	grey
GLA	grey
GLB1	grey
GLB1L	grey
GLB1L2	grey
GLB1L3	grey
GLCCI1	grey
GLCE	grey
GLDC	grey
GLE1	grey
GLG1	grey
GLI1	grey
GLI3	grey
GLI4	yellow
GLIPR1	grey
GLIPR1L1	grey
GLIPR1L2	grey
GLIPR2	grey
GLIS3	grey
GLMN	grey
GLO1	grey
GLOD4	grey
GLP1R	grey
GLRX	turquoise
GLRX2	grey
GLRX3	grey
GLRX5	grey
GLS	grey
GLS2	grey
GLT1D1	grey
GLT8D1	turquoise
GLT8D2	grey
GLTP	grey
GLTPD2	grey
GLUD1	grey
GLUD2	grey
GLUL	grey
GLYCTK	grey
GLYR1	grey
GM2A	grey
GMCL1	grey
GMDS	grey
GMEB1	grey
GMEB2	grey
GMFB	grey
GMFG	grey
GMIP	grey
GMNN	grey
GMPPA	grey
GMPPB	grey
GMPR	grey
GMPR2	grey
GMPS	grey
GNA11	grey
GNA12	grey
GNA13	blue
GNA14	grey
GNA15	grey
GNAI1	grey
GNAI2	grey
GNAI3	grey
GNAL	grey
GNAO1	grey
GNAQ	grey
GNAS	grey
GNAS-AS1	grey
GNAT1	grey
GNAT2	grey
GNAZ	grey
GNB1	grey
GNB1L	grey
GNB2	yellow
GNB3	grey
GNB4	grey
GNB5	grey
GNE	grey
GNG10	grey
GNG11	grey
GNG12	grey
GNG2	grey
GNG3	grey
GNG4	grey
GNG5	grey
GNG7	grey
GNG8	grey
GNGT2	grey
GNL2	grey
GNL3	grey
GNL3L	grey
GNLY	grey
GNMT	grey
GNPAT	grey
GNPDA1	grey
GNPDA2	grey
GNPNAT1	grey
GNPTAB	grey
GNPTG	grey
GNRH1	grey
GNRH2	grey
GNRHR	grey
GNRHR2	grey
GNS	grey
GOLGA1	grey
GOLGA2	grey
GOLGA2P5	grey
GOLGA3	grey
GOLGA4	brown
GOLGA5	grey
GOLGA7	grey
GOLGA7B	grey
GOLGA8A	grey
GOLGA8B	grey
GOLGB1	brown
GOLIM4	grey
GOLM1	grey
GOLPH3	grey
GOLPH3L	turquoise
GOLT1A	grey
GOLT1B	grey
GON4L	grey
GOPC	grey
GORAB	grey
GORASP1	grey
GORASP2	grey
GOSR1	grey
GOSR2	grey
GOT1	grey
GOT2	grey
GP1BA	grey
GP5	grey
GPA33	grey
GPAA1	grey
GPAM	grey
GPAT2	grey
GPATCH1	grey
GPATCH2	grey
GPATCH3	grey
GPATCH8	grey
GPBAR1	grey
GPBP1	grey
GPBP1L1	grey
GPC1	grey
GPC2	grey
GPC3	grey
GPC5	grey
GPCPD1	blue
GPD1	grey
GPD1L	grey
GPD2	grey
GPHA2	grey
GPHN	grey
GPI	grey
GPKOW	grey
GPLD1	grey
GPM6B	grey
GPN1	grey
GPN2	grey
GPN3	grey
GPNMB	grey
GPR101	grey
GPR107	grey
GPR108	grey
GPR12	grey
GPR132	turquoise
GPR135	grey
GPR137	grey
GPR137B	grey
GPR137C	grey
GPR141	grey
GPR143	grey
GPR146	grey
GPR15	grey
GPR150	grey
GPR151	grey
GPR153	grey
GPR155	grey
GPR156	grey
GPR157	grey
GPR160	grey
GPR161	grey
GPR171	grey
GPR173	grey
GPR174	grey
GPR176	grey
GPR18	grey
GPR180	grey
GPR183	grey
GPR19	grey
GPR21	grey
GPR22	grey
GPR25	grey
GPR27	grey
GPR3	grey
GPR31	grey
GPR34	grey
GPR35	grey
GPR37L1	grey
GPR52	grey
GPR55	grey
GPR61	grey
GPR63	grey
GPR65	turquoise
GPR68	grey
GPR75	grey
GPR82	grey
GPR83	grey
GPR84	grey
GPR85	grey
GPR88	grey
GPR89A	grey
GPR89B	grey
GPRASP1	grey
GPRASP2	grey
GPRC5A	grey
GPRC5B	grey
GPRC5C	grey
GPRC5D	grey
GPRIN1	grey
GPRIN3	grey
GPS1	grey
GPS2	grey
GPSM1	grey
GPSM2	grey
GPSM3	grey
GPT	grey
GPT2	grey
GPX1	grey
GPX2	grey
GPX3	grey
GPX4	grey
GPX7	grey
GPX8	grey
GRAMD1A	yellow
GRAMD1B	grey
GRAMD1C	grey
GRAMD4	grey
GRAP	grey
GRAP2	grey
GRAPL	grey
GRB10	grey
GRB2	grey
GRB7	grey
GREB1	grey
GREB1L	grey
GREM2	grey
GRHL1	grey
GRHL2	grey
