SRR8508516	SRR8508517	SRR8508518	SRR8508519	SRR8508520	SRR8508521	SRR8508522	SRR8508523	SRR8508524	SRR8508525
TINAGL1	0.013707465971975	0.0103549429015649	0.0415708664392396	0.0286588302623249	0.0246649389380556	0.0170668132234369	0.022998748369697	0	0.00938356803252915	0.00772451644729475
HCRTR1	0	0.012045542508779	0.00306429928067051	0.0142630028722862	0	0	0	0.0178905407083533	0.0248113349062113	0.0112039739642934
PEF1	1.92690304379832	2.03274020932542	2.02872564519456	2.03092768237101	2.11618936995516	1.54782334960658	2.23104853414074	2.07603882874275	2.30221619744204	2.11661371586228
PEF1-AS1	0.0653262637150093	0.0108987101543311	0.0505000366858153	0.0574395216191007	0.049620865347618	0.0598048421859718	0.0914345662998363	0.0410414685277055	0.0179490268011414	0.0642888006965877
COL16A1	0.0116056495899962	0.0141538148415698	0.0125321595750701	0.00995259398105604	0.0200115000615027	0.0180408160158544	0.00341490129199786	0.0137843148111547	0.0231047608364976	0.0155072225487971
ADGRB2	0.0191988753476849	0.026086824435036	0.0125649345015604	0.0293812612741036	0.0166980030042167	0.0230698015428638	0.00776640988779786	0.0498190463064733	0.00841423672789018	0.0207704842063777
SPOCD1	0.0118546569168106	0.0210714242527131	0.0114736242113661	0	0	0.00886912087261381	0.0279159549120024	0.00716971368568836	0.0152832654434888	0.00353376827514669
PTP4A2	3.08434593992664	2.81888222513385	3.90276230227285	3.68195780150454	2.8325441094647	3.11443635754261	2.96346006917413	3.04676503670775	2.73688985662253	3.73658734979382
KHDRBS1	1.85743039389996	1.46421031692354	1.71584386133567	1.7298022862153	1.7827858587474	1.87268114170184	1.55177236193394	1.69106035120354	1.36011810513718	1.39504189854879
TMEM39B	0.615456407893476	0.840174063549075	0.590154949497231	0.663382275190072	0.72986872110776	0.64029189959654	0.472429898620739	0.540393577882151	0.773302995377561	0.52169987004615
MIR5585	2.26418439949774	1.15892365017833	1.62809790591635	0	1.55563227051759	1.20189790596868	1.35525648478034	1.61932918806451	0.950580703097229	1.60710999818595
KPNA6	1.86638042468307	1.96356010116669	2.19771009297269	1.99254097528501	1.86457652703264	1.8837832204246	1.86131143866008	1.90505143861483	2.24508279614675	2.29434150551538
TXLNA	3.32467082411701	4.77774725607795	3.36982074575036	3.5628532489578	4.21988693869917	3.33289651448077	3.48055655240858	3.89106223347425	3.98230238707903	3.50705652588538
CCDC28B	2.22138576255158	3.35840845639069	2.36907395407823	2.58674555030206	3.48960665080033	1.79322874296209	2.69833894841924	3.1306904178635	3.46140708253062	2.93255075040881
IQCC	0.789601165829796	1.1905041527415	1.04636979580808	1.10106775794976	0.789947575317764	0.434737391440348	0.894046809136782	0.858947067558603	1.05883254170264	0.776821403885002
DCDC2B	0.0674266819273072	0.130841237963552	0.0280788242225121	0.140348128066079	0.0971288155361048	0.0743684878364406	0.024184950614018	0.0938226471007983	0.175344155844132	0.131057892692602
TMEM234	0.866824849593255	1.22507979055387	1.24196726593618	1.33889792684062	1.21512054528427	1.05433044734573	1.36072255825463	1.16478096480962	1.49016296884849	1.24689418196567
EIF3I	3.60090981711389	3.67772295510295	4.05920346257325	3.62895617589748	3.65021680945827	3.69893098262892	3.99749315860118	3.50225698507018	3.83789069257115	3.93415844740537
MTMR9LP	0.141938351171279	0.0783407072546173	0.109529283115457	0.266449147910064	0.0815207610762965	0.170300712455233	0.259273854168942	0.157004880825336	0.162743592427476	0.251355447085728
FAM167B	0.355580103289606	0.048409921746266	0.388612990829063	0.345614499299433	0.11856661018978	0.143808110842421	0.197550834252287	0.159378047949552	0.0501689513102619	0.375879438222056
LCK	3.42692310266439	3.6164072788056	3.17448456598296	3.83351882936027	4.08339667179636	3.5338975988567	3.31442614020177	3.65130224509896	3.81392241004581	3.52236601241284
HDAC1	3.09286432524073	3.23994276269546	3.27773001325664	3.23667929289118	3.10482909810658	2.95455571269905	3.33029348027218	3.26799319206813	3.34852432793987	3.1843950656468
MARCKSL1	1.58392834760261	1.02233272520338	1.59505626241086	0.980735674035046	1.15449272546262	1.23248811135046	1.6650691388079	1.19925757235991	1.48507881145433	0.823718638807872
TSSK3	0	0.00884901495397341	0.00888713633136507	0.0615994424458506	0.0454867346085398	0.0263881056207961	0.0371834185691675	0.0490717603775521	0.0217916897737863	0.0296887433845359
FAM229A	0.322037959070213	0.226264296784234	0.0711611880051791	0.174692800495378	0.0981147658797245	0.0844546960892313	0.105592818473281	0.356606745313428	0.102588339158955	0.170099118892929
BSDC1	1.78618589795639	2.27102322031631	2.11420821100621	2.21201042921451	2.16869056161675	2.18609983305366	1.82269965654878	2.2480854345024	2.58915425511928	2.42960234695199
ZBTB8B	0.0264929736406768	0.0158516466575941	0.00902213084042771	0.0299685605886519	0.0154193826416117	0.00767203437725612	0.0183724982098162	0.0233486251935287	0	0
ZBTB8A	0.0296171709167235	0.0173429684938854	0.0246876999802268	0.0577858529520927	0.101914820941947	0.0497632167944508	0.0302711398827933	0.0368243023204972	0.028124794835576	0.0426017157981901
ZBTB8OS	1.76941987855269	1.3774706078981	1.38160133303095	1.39386664295302	1.27610982603856	1.26273036673156	1.64717997605713	1.4443904918335	1.37674920736995	1.26257303312058
RBBP4	3.17524115460814	3.61382332140455	3.31593391789332	3.2881580938093	3.40554816336071	3.10381697178208	3.14568718064075	3.54442754300687	3.58929069233614	3.4006216153223
SYNC	0	0.00679106218155586	0.00172335132583112	0	0	0	0	0.0125175617619811	0	0.00383359962654415
KIAA1522	0.0797073462879743	0.0253065588814906	0.0147056239453436	0.0215593740262809	0.0148854362839308	0.0410129320815625	0.0267824986746449	0.0255622799076721	0.0386454129432977	0.010039765464141
YARS1	2.41511228063287	2.48112913731801	2.54639504044537	2.46026892775267	2.49416959240992	2.39117954419299	2.28371768375507	2.59086692106862	2.59798226828646	2.56199837260712
S100PBP	1.5962312726208	2.29434150551538	1.60540000498899	1.71748590900845	1.96006928790523	1.35012295762699	1.77140220944425	2.34641172262673	2.34315003143116	2.16413039024422
FNDC5	0.0153391846209583	0.116811536920467	0.0258656445599709	0.0420394507880533	0.0365318114686041	0.0314633258757205	0.0160144589136595	0.146619990196746	0.098308018226899	0.0158161314046299
TMEM54	0.0241372383938173	0.0317054430921779	0	0	0	0.025090506211536	0	0	0	0
RNF19B	0.661073279629892	0.637710139990671	0.783916860917751	1.01888202385556	0.803574662141809	0.935643731063381	0.358522511713247	0.566600264398823	0.509751051487821	0.692650269474451
AK2	0.688570315907984	0.709606638107616	0.699485896580808	0.804395601192212	1.03920788664531	0.707549756859977	0.752433489389916	0.906555813206352	0.97038067393899	0.823103058688519
AZIN2	0.0755528927492073	0.0848375050819206	0.0461346440341768	0.107613593913098	0.110546780995189	0.116616167908457	0.0518630149633197	0.0759691336651961	0.0947409494380975	0.0663359472719329
TRIM62	0.336652575333922	0.326787116123403	0.290123192321699	0.346928834506711	0.256720688010375	0.259126095176554	0.185462934262019	0.232633071026268	0.281780272348683	0.201476507229694
ZNF362	0.459261036764781	0.562029820914282	0.323843393504601	0.516755743090752	0.343357452792198	0.578910260231221	0.212334732617601	0.487394665638511	0.301480847193022	0.218368527628132
A3GALT2	0.0103929309843352	0.0179490268011414	0	0	0	0	0	0	0	0
PHC2	0.13136708429893	0.12293142003059	0.119080685092265	0.191456137728911	0.203102512325413	0.165078151018093	0.0700065456888641	0.103449664163442	0.114845523113321	0.0892053907219561
RN7SKP16	1.58955496723773	0.585750842478477	0.988260355443727	1.12175623369439	0.966497416005478	0.613819286739723	0.35477371695877	0	0.932671836164417	0.653606974970455
TLR12P	0.0321689868546499	0	0.0242412426684849	0	0	0	0	0.104135343906668	0	0.0796242206612223
ZSCAN20	0.0773921210083873	0.0978588659931434	0.086042215102176	0.118421263624085	0.0633472826922614	0.0161242083565114	0.0546323272659378	0.0773112875978729	0.153992155735575	0.0733156759551336
CSMD2	0.000572246848588841	0.000996420318355009	0.00126905819013201	0.0115539665174947	0.00376972190071839	0.00444552598292115	0.00172588414520496	0.00306016941583441	0.00290169883073968	0.0016898618586538
HMGB4	0.0421598405185001	0.014185924334764	0	0.0349206919572083	0	0.0630801087862155	0.0193293440087009	0.0275013470120188	0	0
C1orf94	0.00103699293332659	0.00249915104440519	0.00154173757845969	0	0.00565781762748874	0	0	0	0	0
SMIM12	0.457677023195998	0.520711452773617	0.414471400182073	0.554519122191683	0.495386048917535	0.3615671726962	0.39171038852965	0.344205205776069	0.39642455093874	0.439070539631072
GJB5	0	0.0452926222387644	0	0.206155010427367	0.0360020755301458	0	0	0	0.0478479212547916	0
DLGAP3	0.00175660225639881	0.00369902642054538	0.00121280117974551	0	0.00951235508538705	0	0.00166741400420827	0	0	0.00421324178016717
ZMYM6	0.971024376638686	0.893886639884911	0.808179399776655	0.728402239921775	0.786831908403819	0.909552949386196	0.866824849593255	1.07070247681049	0.835653575329856	0.96180493625276
ZMYM1	0.350642734678243	0.412960213122473	0.427934383327246	0.459682581339059	0.406412477789205	0.307649503489724	0.386728165485326	0.543170312683383	0.428541880165864	0.449919429473492
EFCAB14P1	0.216556901290554	0.410342122668483	0.585117888853045	0.399204668926713	0.700740274826749	0.436038190958516	0.647338176247027	0.824691770185931	0.662781962868373	0.305342914738092
SFPQ	3.44851654183842	2.99570465233952	3.4949222752565	3.29049774922915	3.2440496196573	3.66807746284321	3.03360983702875	3.2120896261763	2.86081060879955	2.94122607363139
ZMYM4	0.179716283654672	0.211010759652555	0.191914847403503	0.254351991377783	0.238495075023308	0.221173584081122	0.12543520080126	0.235592170046519	0.220043836959136	0.200894828357358
RN7SL503P	0.321028232296085	0	0.241341044472965	0.565748784879545	0.654415618713617	0.34357748579846	0	0.268121546371258	0.232848239298521	0.646124244170812
SNORA62	0.583529306138632	0.979126486563429	1.13184925543547	0	1.51712607928197	1.00644072226711	2.00842877477452	0.475051267784725	1.05728047483494	0.445595426122598
RPL5P4	0.82462190947291	1.5857153295629	1.32522436606641	0.849297168958608	1.64034560617267	1.34810844017859	1.40033744092345	0.855920172830425	1.30453454779066	0.88200350634866
ZMYM4-AS1	0.282738848347769	0.771557226478835	0.474348594944202	0.280506409558532	0.668268896677477	0.171298223991668	0.133491403020912	0.536043239651836	0.251066136738783	0.16074208346715
KIAA0319L	0.35642346742476	0.626406612479015	0.43295708079356	0.452228729374406	0.544865252629669	0.394309849801569	0.312765048604248	0.437202724483368	0.577774805644892	0.50183247140493
NCDN	0.326295082926462	0.389460995583449	0.134285595714592	0.293979487511951	0.338906651514912	0.122070973160111	0.379507350977959	0.198975599347506	0.358160138580823	0.287941844407723
TFAP2E-AS1	0.718872222769774	0.509421776784915	0.573381049240393	0.900078455963667	0.733627942555134	0.810914150127508	0.802906103427617	0.879071107809584	1.17570964935462	0.942011556489424
TFAP2E	0.104901091949627	0.290012216912421	0.222695744538256	0.192067741406196	0.250345521126219	0.193812623169883	0.167770300015845	0.178315067808848	0.23018721590814	0.19472110411506
PSMB2	2.43730885310948	1.94660843362397	2.46744379046672	2.1104771090118	2.14067714570987	1.85114389026637	2.58191967628641	2.07333251258306	2.44913014030485	2.29205404364043
C1orf216	0.625032721115502	0.993740723031113	1.01790630670865	1.07965341760128	1.53669976785234	0.947958616856435	1.03713198804153	1.35236006928428	1.89147317212489	1.45306448051874
CLSPN	0.517372958987772	0.667371792438313	0.344744227381547	0.16983909411551	0.435824954647589	0.284142428511447	0.281318606001467	0.346772055320221	0.22456804376264	0.235229907903922
AGO4	1.19125619556972	0.973192838031692	1.09670224285795	1.12050436212753	0.818211798401214	1.12088405916574	0.901794266181255	1.12495001431774	0.931743957817067	0.986823712965036
AGO1	1.56836745574526	2.18546023796985	1.92536132017134	1.98168805183961	2.03326380325661	1.96733275234027	1.55668425536227	1.67098375594429	1.77046216502154	1.90454865230883
AGO3	0.379223729865461	0.618056402962188	0.507692121175738	0.45230050858898	0.520610459728142	0.407241277066942	0.459682581339059	0.530494531397121	0.438689355112211	0.436096624069678
TEKT2	0.1691470699363	0	0.0486602154495209	0.218620858778531	0.0310283971180608	0.505419890146371	0.100802855028633	0.0914877707266874	0.040742550605281	0.0701612269318253
ADPRS	1.91694604949928	1.847753337038	2.46218368272486	2.70082539004715	2.20935025745644	2.60981104208226	1.53669976785234	1.9026677492159	2.14204730592434	1.97207953060456
COL8A2	0.00190881488703232	0.00508289712086182	0.00516873131758345	0	0.00769169315613997	0.0233108538312056	0.0101213239193142	0.00647342548059173	0	0
TRAPPC3	1.74558560361118	2.15764564678874	1.85032339871471	1.80251799280148	2.13731309279443	1.66758173849469	2.23703078313499	2.01016973606092	2.36083937397155	2.08534991748503
MAP7D1	0.732824171183828	0.837129180369519	0.729120059969417	0.745030261408166	0.905534979476933	0.701732993442142	0.640575504227902	0.650595764718622	0.782662278711969	0.665503809672779
THRAP3	4.78569362644616	4.89066009450872	4.07052780888348	4.33631773259748	4.40942036822271	3.81392241004581	4.41560454805871	4.27297924763285	3.65130224509896	3.75663948232868
UBE2V2P4	0	0	0.752310124308721	0	0	1.30808632812415	1.04193874809097	0.307013706844791	0.501767644566041	0.274341430196178
SH3D21	0.0529322819322967	0.0660897657928512	0.0571261837349454	0.0382226443721921	0.0195594493837771	0.0875231161199676	0.0272068865865015	0.0569474176679404	0.00917999054170535	0.0233624591506044
STK40	0.265256401975098	0.416485376832547	0.273224431504331	0.366567407377739	0.446281509685414	0.337280261363218	0.233671928208346	0.334340452771163	0.458571888033611	0.309440057654876
LSM10	2.98367502725809	3.23926455212424	2.94122607363139	3.05451538317417	3.06907322851626	2.72222820414846	3.06045898393766	3.0269804205723	3.11241984589665	3.11241984589665
OSCP1	0.0480200559834726	0.173234135714111	0.0869286552488872	0.0919470634376698	0.13470893216971	0.0498528077132855	0.103621887742062	0.221983325523841	0.135245115219495	0.138553648465364
SNORA63C	1.73947691562999	0.654873477812591	2.10181697281457	0.643756314027227	2.02888386712929	0	2.56250528675077	2.25508468624422	2.13304842172768	1.50493183839385
MRPS15	2.7645474605431	3.0982368329562	2.62595313502648	2.92080133164776	2.90019423607449	2.97967796726203	2.37883816692479	2.70168441530595	2.36195829025916	2.31437191598252
CSF3R	0.283600727426021	0.347363791770096	0.651562988432664	0.218220874427746	0.563752205982313	0.455864138401328	0.627986218918075	0.360046853439417	0.308135757190567	1.16677210425607
GRIK3	0.000899767569817625	0.00126528922132126	0.00073844301445473	0.0041879296967351	0.00656554496690986	0.00473783626261979	0.00155511037364775	0	0	0
LINC01137	0.0762525110453286	0.137858870119976	0.0655851897842648	0.128777715501856	0.242498366512964	0.114052897460194	0.10924988972452	0.144360263096782	0.157896573601468	0.126359624326447
ZC3H12A	0.584472317577976	0.437590378651616	0.573659851853448	0.601613807243529	0.512032244880694	1.21039068195739	0.453957568894269	0.264433270283541	0.455177606978193	0.473024910525959
MEAF6	2.79922606403662	2.98916941057611	3.06045898393766	2.86576212066587	2.85455563733525	2.75911563948291	3.11543684102443	2.72787993415308	3.06551522443662	2.96439429925154
MIR5581	0	1.14606143473402	0	1.12750186895481	0	0	2.4733719985601	1.60257994753445	1.50852436371152	0.983847394416773
SNIP1	2.16484590071384	1.50298501517843	2.20123031464591	1.93516187769091	1.09373079513425	2.43174201349013	0.874305923525909	1.33188146162655	1.31048423570935	1.48260144284472
FTH1P1	1.18504785634177	0.362524260642169	0.627395159657693	0.494742104360445	0.425511439615033	0.207423091868684	0	0.417594999713348	0.685530666624963	0.384979544251016
DNALI1	0.0358210596493596	0.0200989463496508	0.0265873317896473	0	0.0268370182122779	0.0888142596211638	0	0	0	0
GNL2	2.47143835362988	2.39038250448671	2.66473779592147	2.17762271464196	2.25161907039723	2.49772733770363	2.54100625952139	2.35105484141241	2.33662716427167	2.63308868390763
RSPO1	0.00575128085421444	0.0160105915505482	0.00420198529915712	0.0105719902946968	0	0	0.0135004969009663	0	0.00899026936011956	0
C1orf109	1.39243885375524	1.55731679557515	1.4540448130774	1.34250947412233	1.47296841697814	1.35298855371635	1.65271503450442	1.44371034511804	1.72318586526677	1.26000977613964
CDCA8	0.721523026875235	1.45155154949861	0.712556592248812	0.619254902343546	0.879071107809584	0.800208092610006	0.868509877267971	0.911060112798044	0.824087949993447	0.782135422526367
EPHA10	0.0118593372558568	0.0115664265549808	0.000684202817877756	0.010065018890508	0.0085068580729419	0.00593151016475806	0.0021345781695368	0.00717240272642671	0.0120999873678007	0.00196523666204845
MANEAL	0.0806868803260139	0.0841188536149087	0.0909938676464038	0.269373790610348	0.139945949052002	0.0575593159372665	0.0549740828845238	0	0.1049755573088	0.0611618220471096
YRDC	1.23357130864313	0.712798145798568	1.50255088259136	1.32004402877688	1.09345164813225	1.69888158809144	1.01106273416994	0.749408291826299	0.545020688258522	1.08677528387833
C1orf122	1.14541499225646	0.646790190179631	1.06922136808348	1.01847719303781	0.765121875133307	0.899820907299599	0.713817974666984	0.841014936307504	0.924733471618596	0.699942769624653
MTF1	0.987141159518121	0.723236294833292	1.15449272546262	0.94047424588715	0.79688623554907	1.2077825932608	0.969367756734134	0.915096532753909	1.15290224521784	1.11316759642973
INPP5B	1.17740263414275	1.4602216977458	0.978131571943476	1.29791076233709	1.61777003050715	0.892174652584684	0.991907007275039	1.26847541734076	1.25837280682212	1.28930745961673
SNORA63	0	0.938920242891901	0.797752425072891	0	0.7834821494573	0	1.0950541715849	0	0.744528452020065	0
SF3A3	2.8664496593216	3.13448285253579	3.01166592101871	2.56698415254096	3.01395048866495	2.73784709872669	2.89625659912701	3.02838472020237	2.51962252706545	3.12350351109643
RNU6-510P	2.15284456408204	2.09513748539799	2.83961009885074	0	2.37883816692479	1.62474797313858	1.83776353720997	2.8909739918942	2.61453463005207	2.96262234253737
FHL3	0.685783622669784	1.47577984004016	1.43211420288923	1.25798470062515	1.58997451670648	0.982638376991609	1.15149306468581	1.48089576962968	1.70408568044742	1.61276386861437
UTP11	2.59421510873193	2.97192648309856	2.33075099938577	2.17214340001785	2.73105367516135	2.02743338091268	2.8909739918942	2.93784720303771	2.50977414184921	2.3044588850941
POU3F1	0.0287491767260379	0.124640892916152	0.0990253552611791	0	0	0.0854182205585271	0.0686969775800859	0.0662795631342954	0.0546951082200384	0.0966976556563851
LINC01685	0.00284953191426865	0.00803537595012001	0.000884143878126916	0	0	0.0065403992862902	0.00268438649247617	0	0	0.00227401133308845
HSPA5P1	0.996201393154045	0.540818745182278	0.949321217049706	0.89986880255258	0.794585911828473	1.62652446182195	1.04795930012084	0.938168574928633	0.658981748983732	0.511152281410251
RRAGC	1.50689522999884	1.70610353666691	1.13011554050257	1.55905368023698	1.64767312252704	1.53290720753236	1.33968808462626	1.18082513765017	1.18577044363717	1.05293764840537
MYCBP	1.72699525165208	1.85743039389996	1.90369834450907	2.04023530059373	1.96802555839303	1.26847541734076	2.18462543458798	1.91766468091531	1.96658977602479	2.12205935971116
GJA9	0	0	0	0	0	0	0	0.030703192475047	0	0
RHBDL2	0.0122285981749677	0	0.00447735152992195	0.0121840421773507	0.0338221249675117	0.0194425314459303	0.0109661164221176	0.0258126099454323	0.0127651123251437	0.00899946363895319
EIF1P2	0	0	0.333148534300115	0	0	0	0.166523045464683	0	0	0.219876613020478
AKIRIN1	1.85332796478987	1.49335024164527	2.09202425357584	2.00625284488433	1.92279322004208	2.6768197056107	1.6140439588575	1.87268114170184	1.62296781022163	1.88854023713722
NDUFS5	3.81392241004581	3.29769325019394	3.94569297623688	3.61498406859032	3.03188146197037	3.58251998438197	4.13325076306471	3.11621623202905	3.18586844089217	3.42830554719051
MACF1	0.698835472477041	0.956045735881999	0.912941501052693	0.898673176204624	1.00656709118333	0.770945981299539	0.716945656680121	1.06724920037671	1.07855065399761	1.03078340690625
HSPE1P8	0.166994636119363	0.156575686186625	0	0	0.272127507883937	0	0.179435305833199	0	0	0.118117718932019
BMP8A	0.15041051207348	0.226358806941392	0.11586394872563	0.141380669276625	0.194959366431025	0.119563225785633	0.131894434221848	0.0666511451161734	0.197692798334935	0.103214370748813
PPIEL	0.720985279600639	1.60698907041915	0.899820907299599	1.15512169980827	1.61480702008606	1.12863983375058	0.966734449093805	0.335092467423386	1.45677753516174	0.913632310235861
PABPC4	1.49750900060661	1.30873293695621	1.62912398840359	1.65405638514888	1.58094720113526	2.1461684275875	0.97464600027556	1.14321751076239	1.01912316747429	1.17984371724929
PABPC4-AS1	0.0182228656886304	0	0.0136703199223627	0.0715177929031949	0.0406050205011084	0.122227830541013	0	0.0156605172728784	0	0.0258510075621916
HEYL	0.00896317858668034	0.0154193826416117	0	0	0	0	0	0	0.00685671350042099	0
NT5C1A	0.0749330905253632	0.0415238170887072	0.00877853862610956	0.0154803985171523	0	0.0362503893838192	0.00508875990312515	0.0275788264955221	0.0395890384714456	0
HPCAL4	0.0260509694084738	0.0209791154598391	0.0196761211413756	0.0155176566075076	0.0134718944615716	0.0152709300155705	0.107572540092062	0.0118769401108253	0.0508561374814119	0
PPIE	2.47872178183506	3.41162302010643	2.37745624303896	2.4875364993449	2.16798941761866	3.29049774922915	2.65029410585968	3.24878861653448	2.12570727759083	2.94176996296976
BMP8B	0.0804165524099636	0.0441737806475562	0.077077883322288	0.140001377001066	0.138105348185118	0.128384210600466	0.0500527169330209	0.0544565546880645	0.112510428414098	0.0794124493949811
OXCT2	0	0.0421841639264932	0	0	0	0.130591788301055	0	0	0.0457065522159641	0.0789907783407174
BMP8B-AS1	0	0	0.346788896394127	0.0832859739789474	0.0718623299489269	0.0868366342018121	0.0701327222805174	0	0	0.0987398259320291
LINC02811	0.00392454419239225	0.00279359835219562	0.010883161625537	0	0	0	0.00937263491754989	0	0.0069282868359638	0.00554582589485371
TRIT1	0.378535107796828	0.362442314783205	0.363224419783972	0.355988316866787	0.263207045915679	0.359079525660926	0.516388010620624	0.353924695078651	0.406412477789205	0.40671028882418
MYCL	0.039380928759131	0.060861912731408	0.00815432894941643	0.0247282066544925	0.0215298184387351	0.0431147316333617	0.126097699511143	0.163559190121938	0.0264089915499734	0.147345735618479
MFSD2A	0.0359280722539008	0.0120256167349617	0.0266960238897729	0	0	0.0564728235392427	0.00420284816895131	0.0245599588163988	0.0135118800842115	0.0162917453528808
CAP1	6.03301638185928	6.57305877153096	6.00852430291513	6.2023488807803	6.26910870976081	5.38598896788338	5.97578972494669	6.34958824083433	6.55977232749972	6.27581366708023
PPT1	3.0269804205723	2.99047886323464	2.94254636105321	3.28962056687908	3.12553915250553	3.15313240797234	3.15313240797234	3.20031657439912	2.91891267821237	3.34495075901837
OAZ1P1	0.285769054106502	0.13643650742865	0.406782304240465	0.157574293016403	0	0.167068392757237	0.59179230180644	0.241011812357673	0.555986868825859	0.105196419339707
RLF	0.713942005370744	0.533525234362163	0.708052486041893	0.690772382328225	0.528245420280308	0.955507075132536	0.341755224153944	0.476519617683441	0.394873042550601	0.577592239028159
RNU6-1237P	0	0	1.4363800932965	0	0	0	0	0	0.589146214606675	0.616793417549746
TMCO2	0	0.010039765464141	0.0225730627089584	0	0	0	0.0323948686766323	0	0.0443086282059885	0.0756801776961093
ZMPSTE24	1.49719000699033	2.06018492103427	1.42114623567533	1.80712869190034	2.02267377846791	1.68355213291106	1.81257322893464	2.29789331354981	2.02340721767579	1.7739381146005
COL9A2	0.0789109318955356	0.110644363086579	0	0.0414769305489786	0.0914219120041294	0.0204511714887921	0.003417836645011	0.0483185170497406	0.016838210191488	0.0345771630041687
SMAP2	1.01421996862185	0.765537982184469	0.748467224554422	0.932818476233984	0.726469584792383	0.699268764665549	0.661740013101309	0.58534881670667	0.746770892529048	0.698835472477041
ZFP69B	0.0632753822043151	0.0134003041104479	0.168439029843303	0.0665833735944279	0.175789003949609	0.107437534787037	0.158186217095346	0.148696296984402	0.162419725648606	0.136842473352689
ZFP69	0.281892645576456	0.354202288910883	0.32654260735959	0.345961231128034	0.464004277020533	0.158685678161546	0.367644850588694	0.438070133848934	0.467397229852092	0.401594660653543
EXO5	1.06108530854031	1.27054914259233	1.46786693427547	1.11057224523458	1.26632879855447	1.37481120396141	1.24454246405086	1.36341711335693	1.51247909474198	1.39077300420291
ZNF684	1.5857153295629	1.49284240959976	1.36257714004627	1.02402475153697	1.42954713416527	1.58908748276791	1.34331035313031	1.0798602632791	1.12409556314852	0.98244827731725
RIMS3	0.0237525605948244	0.0118986266904906	0.0231669420223786	0.0338051302378459	0.00917772069845499	0.0232368972448626	0.0228472275604638	0.0414920472332449	0.0557228688580797	0.0362750661442684
NFYC-AS1	0.055832472144303	0.0465285583026183	0.56419231997878	0.336363997180348	0.063755398009035	0.600869165825715	0.599995925804444	0.470350867056869	0.561584269362208	0.364618087562021
NFYC	0.439724505191347	0.547235201984593	0.447572221678816	0.510725207175985	0.585015304839079	0.438558638627051	0.497247920134298	0.507927560191533	0.576523489717433	0.562620562337184
KCNQ4	0.000952846931463998	0.0140939024886084	0.00224446746290388	0.00664016727944615	0.0054090634326045	0.011117980315625	0.000917009238347557	0.0148854362839308	0.00269732668447549	0.00890192143985541
CITED4	0.0736625183522743	0.295666671403716	0.378665995527238	0.0898061310144107	0.0781088191568842	0	0	0	0	0
CTPS1	2.42494120014567	1.25323227148516	3.23455720324658	2.31930317248338	1.66865922694558	3.86664508045577	1.43476932751535	1.61550086133671	1.3114170306374	3.04279674005173
SLFNL1-AS1	0.00441565434702197	0.00743495461056011	0.0168527508262301	0.0191836339615612	0	0.0530199107236434	0.0103953801019748	0.0248387341695904	0.0250427013246633	0.00864215383078362
SLFNL1	0.00959085847655217	0.0070791449454333	0.0965174717372149	0.0229839000486281	0.0196011347841374	0.229977385970918	0.0373628414056914	0.0765557796313131	0.0340637347095341	0.0298620185315119
SCMH1	0.0365318114686041	0.0417588921281864	0.0469396409965167	0.0720794939299653	0.0624558499569482	0.0622938006170201	0.0206461245132795	0.0423590140734454	0.0528045041241834	0.0470916987677161
FOXO6	0.0143626336224686	0.0471894063857518	0	0.0176368470347248	0	0.010039765464141	0	0	0.00544179918760287	0.00417483880378705
FOXO6-AS1	0	0	0.109380259486588	0.288942436764716	0.139423884954887	0	0	0	0	0.215489291452306
EDN2	0.187516297348351	0.0232213607906748	0.0217073118383763	0.0274316097948865	0.0404298317077767	0.085658281586702	0.0311230356098883	0	0.0431499878361753	0.0505476642625806
HIVEP3	0.0675791712115633	0.0427937099224455	0.0359495004127446	0.0723890604808561	0.0989670286747557	0.0984384642032491	0.0462863750277911	0.0752223421385754	0.0921904023333347	0.0636973458761282
HNRNPFP1	0.0879982111445688	0	0.12932996736762	0.183814782685949	0	0	0.285201445434195	0	0	0.252668236167856
FOXJ3	0.456877091861442	0.498589542999291	0.384132151276162	0.412341350352565	0.394309849801569	0.426388134245068	0.311114904067255	0.359388774064478	0.34385600732359	0.312302086813644
RIMKLA	0.00271770402360754	0.0177047164138933	0.00317135690787491	0	0.00941047918976652	0.026978450690773	0.0170962869178353	0.0107893718102776	0.0119156416910497	0.0114432456240521
ZMYND12	0.00512782984193831	0.00609844441020676	0.00610167274794744	0.105710480057784	0.0133317613626784	0.0151693076463619	0.0365318114686041	0.0518032479373713	0.0275996828411803	0.0373000507570273
PPCS	4.05140807412311	3.69397788727273	3.17945428492106	3.66022013746482	3.85141011478211	3.22839622602322	3.72012440278423	3.98230238707903	3.59153138491323	3.08572528128244
CCDC30	0.0962780329583996	0.151984199516612	0.10029502558022	0.174826930295715	0.139609479872974	0.160707061488973	0.133630702356645	0.199568681183131	0.139945949052002	0.135089827881497
RPS3AP11	0.26124453435196	0.579363529558256	0.289859003920022	0.262354072625915	0.126020066601739	0.154545504609272	0.421630648623894	0	0	0.0947409494380975
TMSB4XP1	2.78717987830961	0	1.70675718688996	1.85255823448092	0.886756307057329	3.1306904178635	3.14816874403723	1.47962406590955	1.59092010096069	1.46525654656446
