ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment	class	class2
GO:0046634	regulation of alpha-beta T cell activation	20	-0.59031690777861	-2.16717894852475	0.000308767195778279	0.00668407462860979	0.00557483428167098	187	tags=50%, list=12%, signal=45%	IL12RB1/IL4R/JAK3/CD28/RASAL3/ZAP70/FOXP3/ADORA2A/PRKCQ/CD3E	BP	imDC
GO:0050858	negative regulation of antigen receptor-mediated signaling pathway	11	-0.690860375268048	-2.12078899966596	0.000317655244172317	0.00668485253164649	0.00557548308958498	69	tags=45%, list=4%, signal=44%	PVRIG/THY1/SH2D1A/UBASH3A/SLA2	BP	imDC
GO:0050860	negative regulation of T cell receptor signaling pathway	10	-0.723464965705065	-2.15186088668116	0.000319960920826782	0.00668485253164649	0.00557548308958498	69	tags=50%, list=4%, signal=48%	PVRIG/THY1/SH2D1A/UBASH3A/SLA2	BP	imDC
GO:0032609	interferon-gamma production	20	-0.588371431080013	-2.16003668969651	0.000320567059370641	0.00668485253164649	0.00557548308958498	226	tags=55%, list=14%, signal=48%	CD2/PDE4D/BCL3/IL12RB1/LTA/RASGRP1/FOXP3/IL18R1/CCR7/CD3E/CD96	BP	imDC
GO:0032649	regulation of interferon-gamma production	20	-0.588371431080013	-2.16003668969651	0.000320567059370641	0.00668485253164649	0.00557548308958498	226	tags=55%, list=14%, signal=48%	CD2/PDE4D/BCL3/IL12RB1/LTA/RASGRP1/FOXP3/IL18R1/CCR7/CD3E/CD96	BP	imDC
GO:0043266	regulation of potassium ion transport	11	0.678439096810811	2.21984550600269	0.000358211126807796	0.00740194446576473	0.00617357166871618	454	tags=91%, list=28%, signal=66%	TREM2/ATP1B1/NOS1/ANK2/ACTN2/KCNE4/GCK/NETO2/NEDD4L/CAB39	BP	imDC
GO:0009968	negative regulation of signal transduction	122	-0.314898524807421	-1.81534453206387	0.000393347763401787	0.0079962252276193	0.00666922992332987	212	tags=26%, list=13%, signal=25%	PDE4D/AVP/BCL3/RNF125/RTKN2/TMEM25/DGKD/TRABD2A/OTUD7A/PIK3IP1/PTGIR/RGS3/LAX1/IGFBP4/RGS1/FHL2/RASAL3/PVRIG/AXIN2/THY1/CDKN2D/SH2D1A/RHOH/LBH/RNF157/RGS9/NKD2/CCL5/PRKCQ/UBASH3A/SLA2/CD3E	BP	imDC
GO:0051240	positive regulation of multicellular organismal process	152	-0.297177114522791	-1.78968025531934	0.000394006698413269	0.0079962252276193	0.00666922992332987	226	tags=28%, list=14%, signal=26%	CD2/ATP8A2/TIGIT/PDE4D/AVP/BCL3/IL12RB1/PRKCH/SLC9B2/LTA/PRPF19/GCH1/IL4R/FFAR3/HPSE/IL15RA/SEMA4D/RASGRP1/PYHIN1/ETS1/TESPA1/PLXNA4/CD28/IL2RA/ZAP70/FOXP3/KIT/AXIN2/FLT4/ITK/CARD11/EPHA1/ADORA2A/IL18R1/RHOH/LBH/CRH/CD6/PRKCQ/LEF1/CCR7/CD3E	BP	imDC
GO:0002697	regulation of immune effector process	41	-0.444466391707654	-2.04214877602606	0.000404042327426422	0.0081230314893104	0.00677499234132866	187	tags=39%, list=12%, signal=35%	IL12RB1/LTA/IL4R/FFAR3/SERPINB9/RASGRP1/MZB1/JAK3/CD28/FOXP3/KIT/SH2D1A/IL18R1/NCR3/CLC/CD96	BP	imDC
GO:0007167	enzyme linked receptor protein signaling pathway	92	-0.348750322753681	-1.92730258121396	0.000407402371219263	0.0081230314893104	0.00677499234132866	151	tags=25%, list=9%, signal=24%	HIP1R/FFAR3/DGKD/MZB1/JAK3/CYFIP2/PTGIR/IGFBP4/BTBD11/EFNA5/GDF11/CD8A/ZAP70/KIT/FLT4/GDF10/EPHA1/PRKCQ/TMEM204/LEF1/CD3E/CD7/CD8B	BP	imDC
GO:0090407	organophosphate biosynthetic process	41	0.41306387369342	2.06231783950482	0.000430528025614641	0.00850948001932244	0.00709730868770681	345	tags=54%, list=21%, signal=43%	TREM2/PLA2G4A/SLC22A13/AK4/PPIP5K1/ACSBG1/RRM2B/PIGA/SRD5A3/HSD17B12/CDS1/KMO/MBOAT1/HAAO/NOS1/PI4KA/TPK1/GPAT2/TTC7B/SPHK2/PDGFA/PPARD	BP	imDC
GO:0042113	B cell activation	32	-0.487802636407203	-2.08003687783965	0.000472792998381839	0.00926429728725793	0.00772686197899902	245	tags=44%, list=15%, signal=38%	CTLA4/TBC1D10C/CD79B/BCL3/RASGRP1/MZB1/JAK3/LAX1/CD28/ZAP70/FOXP3/KIT/CARD11/LEF1	BP	imDC
GO:0002703	regulation of leukocyte mediated immunity	32	-0.486217620269471	-2.07327821814331	0.000480357526260793	0.0093320739930836	0.00778339095632647	187	tags=44%, list=12%, signal=39%	IL12RB1/LTA/IL4R/SERPINB9/RASGRP1/JAK3/CD28/FOXP3/KIT/SH2D1A/IL18R1/NCR3/CLC/CD96	BP	imDC
GO:0046635	positive regulation of alpha-beta T cell activation	15	-0.622916388255855	-2.09880935771568	0.000503699961173585	0.00970262721819965	0.00809244986684769	187	tags=53%, list=12%, signal=48%	IL12RB1/IL4R/CD28/RASAL3/ZAP70/FOXP3/PRKCQ/CD3E	BP	imDC
GO:0010648	negative regulation of cell communication	130	-0.305912855974401	-1.78674453937417	0.000517315716299552	0.00979882185957401	0.00817268074610081	212	tags=25%, list=13%, signal=24%	PDE4D/AVP/BCL3/RNF125/RTKN2/TMEM25/DGKD/TRABD2A/OTUD7A/PIK3IP1/PTGIR/RGS3/LAX1/IGFBP4/RGS1/FHL2/RASAL3/PVRIG/AXIN2/THY1/CDKN2D/SH2D1A/RHOH/LBH/CRH/RNF157/RGS9/NKD2/CCL5/PRKCQ/UBASH3A/SLA2/CD3E	BP	imDC
GO:0023057	negative regulation of signaling	130	-0.305912855974401	-1.78674453937417	0.000517315716299552	0.00979882185957401	0.00817268074610081	212	tags=25%, list=13%, signal=24%	PDE4D/AVP/BCL3/RNF125/RTKN2/TMEM25/DGKD/TRABD2A/OTUD7A/PIK3IP1/PTGIR/RGS3/LAX1/IGFBP4/RGS1/FHL2/RASAL3/PVRIG/AXIN2/THY1/CDKN2D/SH2D1A/RHOH/LBH/CRH/RNF157/RGS9/NKD2/CCL5/PRKCQ/UBASH3A/SLA2/CD3E	BP	imDC
GO:0098552	side of membrane	68	-0.385809783856722	-2.01231337793129	0.000526054468404686	0.00988199840234587	0.00824205391558799	276	tags=41%, list=17%, signal=36%	LAG3/CDK16/LCK/RPS26/CTLA4/CD2/CD79B/IL12RB1/CXCR6/CD248/CXCR3/SLC38A1/NT5E/RGS1/EFNA5/CD8A/CD28/IL2RA/RASAL3/ZAP70/KIT/THY1/CD5/IL2RB/CD6/CCR7/CD3E/CD3G	CC	imDC
GO:0070227	lymphocyte apoptotic process	13	-0.652858209690349	-2.11865449090841	0.000542247574125387	0.0101026945572705	0.00842612494391563	116	tags=46%, list=7%, signal=43%	JAK3/IL2RA/CLC/CCL5/PRKCQ/CD3G	BP	imDC
GO:0043368	positive T cell selection	10	-0.703922145797452	-2.09373308261581	0.000595150939736299	0.0109981958213058	0.00917301533988083	187	tags=70%, list=12%, signal=62%	SHH/IL12RB1/ZAP70/FOXP3/CD3E/CD3G/THEMIS	BP	imDC
GO:0071805	potassium ion transmembrane transport	13	0.632294299678092	2.24422521552263	0.000672593853454599	0.0122485068100252	0.0102158338226111	454	tags=85%, list=28%, signal=61%	KCNJ1/SLC1A3/TREM2/ATP1B1/ANK2/ACTN2/KCNE4/SLC9A7/NETO2/NEDD4L/CAB39	BP	imDC
GO:0002700	regulation of production of molecular mediator of immune response	19	-0.56586300376118	-2.04586933768649	0.000673587044106091	0.0122485068100252	0.0102158338226111	154	tags=53%, list=9%, signal=48%	IL4R/FFAR3/MZB1/JAK3/CD28/FOXP3/KIT/IL18R1/CLC/CD96	BP	imDC
GO:0004888	transmembrane signaling receptor activity	116	-0.310835028737605	-1.76141268470925	0.00071108087205808	0.0128276731919684	0.0106988859697293	187	tags=25%, list=12%, signal=24%	IL12RB1/PTPRK/CXCR6/IL4R/FFAR3/S1PR4/CXCR3/IL15RA/SEMA4D/JAK3/PTGIR/KIR2DS2/TNFRSF25/PLXNA4/IL2RA/ZAP70/KIT/FLT4/ITK/KLRC3/EPHA1/ADORA2A/IL18R1/IL2RB/GPR171/CCR7/CD3E/CD3G/CD247	MF	imDC
GO:0030316	osteoclast differentiation	15	0.586116885786901	2.17760581385316	0.000727119447558007	0.0130137205062941	0.0108540582267051	165	tags=47%, list=10%, signal=42%	DCSTAMP/TFRC/MITF/CD109/TREM2/ANXA2/CEBPB	BP	imDC
GO:0009897	external side of plasma membrane	47	-0.421513625187445	-2.01809111070463	0.000767736096010675	0.0136333136424396	0.011370828198316	245	tags=45%, list=15%, signal=39%	CTLA4/CD2/CD79B/IL12RB1/CXCR6/CD248/CXCR3/SLC38A1/NT5E/EFNA5/CD8A/CD28/IL2RA/KIT/THY1/CD5/IL2RB/CD6/CCR7/CD3E/CD3G	CC	imDC
GO:0042127	regulation of cell population proliferation	168	-0.279931814045795	-1.71249516147928	0.00085240138751721	0.0149512668670102	0.0124700635040569	221	tags=24%, list=14%, signal=24%	ATP8A2/CDC25B/AVP/RTKN2/IL12RB1/PTPRK/PRKCH/DLG3/LTA/IL4R/HPSE/CD248/MZB1/JAK3/ETS1/PTGIR/CD28/IL2RA/RASAL3/ZAP70/STAT4/FOXP3/KIT/AXIN2/FLT4/CARD11/CDKN2D/FBXO2/EPHA1/ADORA2A/CLC/LBH/CRH/CD6/CCL5/PRKCQ/LEF1/CD3E/FLT3LG/DPP4/IFITM1	BP	imDC
GO:0031982	vesicle	371	0.19649777287393	1.52760688602285	0.000855109851610788	0.0149512668670102	0.0124700635040569	318	tags=28%, list=20%, signal=29%	DCSTAMP/FLT1/ALCAM/TFRC/IL1RN/CYBB/FABP4/ST3GAL6/FBP1/RARRES1/EPS8/CD109/HK3/SLC1A3/CD9/MCOLN3/TREML1/PLAUR/ENTPD1/AAK1/SMPDL3A/FTH1/KIF1B/LHFPL2/PHLDA1/RABEPK/MYO6/CLEC12A/TXNRD1/RAB20/CNIH3/PLA2G15/SLC22A13/CD163/STEAP3/PZP/ITGB2/ATP1B1/RAPGEF3/ITGB5/CD36/PTGR1/ACSBG1/PADI2/ATP6V1H/FGFRL1/ANXA2/TBXA2R/CAPN11/GALNT7/CAPZA2/PDLIM4/CTNND1/NCKAP1/SCAMP1/FNBP1L/PTPRG/APOE/ATP6AP2/IFNGR2/GALM/USP6/SLC4A8/KIF3B/SDC1/RUFY2/MARVELD2/TLR2/SLC30A9/SOD2/HVCN1/ATP6V1D/ST13/NOS1/PI4KA/C5/ABCC5/CDC42BPA/CAND1/PRRT1/ANK2/SLC17A9/CAPG/TGFBR1/ATP9A/SFTPA2/RNASET2/SRC/ACTN2/CYSTM1/ARL8B/RTN4R/RAB3GAP1/RET/FGFR1/AIF1L/SMS/SH3BGRL3/ATP7A/S100A11/UEVLD/PLAA/PDGFA	CC	imDC
GO:0031224	intrinsic component of membrane	479	-0.217538037233219	-1.50905528839348	0.000887768761124373	0.0154038045346237	0.0128475013160707	229	tags=20%, list=14%, signal=24%	MEST/CD2/P2RX5/CD79B/ATP8A2/TIGIT/CHST6/EVA1C/PDE4D/RTP4/SELPLG/LYPD3/TRAF3IP3/ATP10A/ARIH2OS/USE1/IL12RB1/PTPRK/CXCR6/NDFIP2/TMEM25/ABCD2/SLC9B2/DLG3/SUSD3/CEACAM3/PLXDC1/SIDT1/FKBP11/IL4R/FFAR3/CD248/TRABD2A/S1PR4/CXCR3/IL15RA/TMEM71/SLC4A10/SLC38A1/TMEM121/SEMA4D/PIK3IP1/NT5E/MCTP2/ACSL6/PTGIR/LAX1/ADAM19/MS4A3/ITPR3/BTBD11/ITM2C/KIR2DS2/TNFRSF25/EFNA5/RAB27B/CD8A/PLXNA4/CD28/KIR2DL2/IL2RA/KIT/PVRIG/FLT4/GCNT4/THY1/PRF1/SLC41A1/KLRC3/RNF144A/KIR3DL2/EPHA1/ADORA2A/IL18R1/CD5/NCR3/IL2RB/GPR171/IGSF11/CD6/TMEM204/CCR7/CD3E/CD3G/FLT3LG/DPP4/CD7/PTPRCAP/CD96/SELL/CD247/MAL/IFITM1/CD8B	CC	imDC
GO:0036294	cellular response to decreased oxygen levels	14	0.59313580832199	2.12919101952372	0.000984154818708858	0.0168194278415431	0.0140281980886003	376	tags=71%, list=23%, signal=55%	CYBB/TREM2/AK4/TRPC6/RGCC/SRC/ATP7A/PPARD/MDM2/SLC8A1	BP	imDC
GO:0071456	cellular response to hypoxia	14	0.59313580832199	2.12919101952372	0.000984154818708858	0.0168194278415431	0.0140281980886003	376	tags=71%, list=23%, signal=55%	CYBB/TREM2/AK4/TRPC6/RGCC/SRC/ATP7A/PPARD/MDM2/SLC8A1	BP	imDC
GO:0043112	receptor metabolic process	19	0.52468490410804	2.09952897810483	0.000997486850327697	0.0169200567969765	0.0141121273954453	545	tags=74%, list=34%, signal=50%	TFRC/CD9/ITGB2/CD36/ANXA2/APOE/CACNG3/LAPTM5/CLTC/MTMR2/MKLN1/LMBRD1/NECAB2/WNT3A	BP	imDC
GO:0006898	receptor-mediated endocytosis	31	0.441523725274572	2.07243953491525	0.00102435252284014	0.0172470613660417	0.01438486466772	175	tags=35%, list=11%, signal=32%	APOC1/TFRC/CD9/AAK1/RABEPK/CTTN/ITGB2/CD36/ANXA2/FNBP1L/APOE	BP	imDC
GO:0072330	monocarboxylic acid biosynthetic process	23	0.489166894745714	2.10732478808818	0.00107167258626025	0.0175124999345363	0.0146062529845091	162	tags=39%, list=10%, signal=36%	ALDH1A2/APOC1/DHRS9/PLA2G4A/ACSBG1/SCD/HSD17B12/HSD3B7/KMO	BP	imDC
GO:0006644	phospholipid metabolic process	28	0.44966227624206	2.07946835114796	0.00108006144640251	0.0175124999345363	0.0146062529845091	345	tags=57%, list=21%, signal=46%	APOC1/CLN8/PLA2G4A/PLA2G15/PIGA/SRD5A3/CDS1/MBOAT1/OSBPL10/PI4KA/GPAT2/TTC7B/SPHK2/PLAA/PDGFA/PPARD	BP	imDC
GO:0009165	nucleotide biosynthetic process	16	0.561570074385577	2.12985353549802	0.00108792096554508	0.0175124999345363	0.0146062529845091	284	tags=62%, list=17%, signal=52%	TREM2/SLC22A13/AK4/ACSBG1/RRM2B/HSD17B12/KMO/HAAO/NOS1/SPHK2	BP	imDC
GO:1901293	nucleoside phosphate biosynthetic process	16	0.561570074385577	2.12985353549802	0.00108792096554508	0.0175124999345363	0.0146062529845091	284	tags=62%, list=17%, signal=52%	TREM2/SLC22A13/AK4/ACSBG1/RRM2B/HSD17B12/KMO/HAAO/NOS1/SPHK2	BP	imDC
GO:0044282	small molecule catabolic process	34	0.427876426967758	2.04563206781646	0.00109129065973286	0.0175124999345363	0.0146062529845091	453	tags=65%, list=28%, signal=48%	HK3/PLA2G15/SRD5A3/CYP27B1/KMO/PFKFB2/APOE/GALM/DPYD/HAAO/ADH4/NOS1/NPL/CBS/ABCD1/PNKD/PPARD/SCP2/GCK/ALDH3B1/CEL/PCK2	BP	imDC
GO:1902105	regulation of leukocyte differentiation	38	-0.456507257223364	-2.05636006869046	0.00109143325170575	0.0175124999345363	0.0146062529845091	292	tags=50%, list=18%, signal=42%	SHH/LAG3/CTLA4/CD2/IL12RB1/SLC9B2/IL4R/IL15RA/RASGRP1/JAK3/TESPA1/CD28/IL2RA/ZAP70/FOXP3/CARD11/RHOH/LEF1/TCF7	BP	imDC
GO:0008283	cell population proliferation	195	-0.266897784678764	-1.67433463465999	0.00109404970994463	0.0175124999345363	0.0146062529845091	221	tags=24%, list=14%, signal=23%	ATP8A2/CDC25B/AVP/SH2D2A/RTKN2/UNCX/IL12RB1/PTPRK/PRKCH/DLG3/LTA/IL4R/HPSE/MAP4K1/CD248/RASGRP1/MZB1/JAK3/ETS1/PTGIR/IGFBP4/CD28/IL2RA/RASAL3/ZAP70/STAT4/FOXP3/KIT/AXIN2/FLT4/CARD11/CDKN2D/FBXO2/EPHA1/ADORA2A/CLC/LBH/CRH/CD6/CCL5/PRKCQ/LEF1/CD3E/FLT3LG/DPP4/IFITM1	BP	imDC
GO:0006954	inflammatory response	89	-0.329301527529544	-1.80732741413485	0.00112675734326587	0.0179099261625408	0.0149377252500687	184	tags=28%, list=11%, signal=26%	CXCR6/ABCD2/LTA/IL4R/FFAR3/CXCR3/RASGRP1/NT5E/ETS1/PTGIR/IGFBP4/ZBP1/CD28/IL2RA/FOXP3/KIT/ADORA2A/IL18R1/NCR3/CRH/CD6/CCL5/PRKCQ/CCR7/CD96	BP	imDC
GO:0019079	viral genome replication	13	-0.634157020329866	-2.05796541901529	0.0011730436777972	0.0185161686085627	0.0154433601148593	184	tags=46%, list=11%, signal=41%	CXCR6/APOBEC3G/CD28/CCL5/ISG20/IFITM1	BP	imDC
GO:0006631	fatty acid metabolic process	37	0.424823188897558	2.06244243240743	0.00119020534513955	0.0186574948241531	0.0155612328609534	453	tags=59%, list=28%, signal=44%	APOC1/PLA2G4A/PLA2G15/SLC22A13/PPARG/CD36/PTGR1/ACSBG1/SCD/HSD17B12/ADH4/GPAT2/PTGR2/ABCD1/FA2H/ALDH3A2/PLAA/PPARD/SCP2/CYGB/CEL/PCK2	BP	imDC
GO:0002440	production of molecular mediator of immune response	21	-0.538047433588026	-1.99879400698951	0.00122715430672105	0.0191049434190201	0.0159344261456713	154	tags=48%, list=9%, signal=44%	IL4R/FFAR3/MZB1/JAK3/CD28/FOXP3/KIT/IL18R1/CLC/CD96	BP	imDC
GO:0008610	lipid biosynthetic process	69	0.333241213761423	1.89030398796558	0.00124944872636081	0.019319707176994	0.016113549274442	353	tags=42%, list=22%, signal=34%	ALDH1A2/APOC1/CLN8/DHRS9/PLA2G4A/PLA2G15/ACSBG1/PIGA/SCD/SRD5A3/CYP27B1/HSD17B12/CDS1/HSD3B7/APOE/MBOAT1/PI4KA/CERS3/GPAT2/AVIL/ABCD1/HSD3B1/TTC7B/SPHK2/FA2H/PDGFA/ST3GAL5/PPARD/SCP2	BP	imDC
GO:0032623	interleukin-2 production	10	-0.680011931714471	-2.02261498164848	0.00129251499096173	0.0197173595601074	0.0164452101640556	276	tags=70%, list=17%, signal=58%	LAG3/PDE4D/CD28/FOXP3/CARD11/PRKCQ/CD3E	BP	imDC
GO:0032663	regulation of interleukin-2 production	10	-0.680011931714471	-2.02261498164848	0.00129251499096173	0.0197173595601074	0.0164452101640556	276	tags=70%, list=17%, signal=58%	LAG3/PDE4D/CD28/FOXP3/CARD11/PRKCQ/CD3E	BP	imDC
GO:0001935	endothelial cell proliferation	13	0.610679439467357	2.16750680395444	0.00135183043412134	0.0202450520880855	0.0168853306831417	363	tags=77%, list=22%, signal=60%	ALDH1A2/FLT1/F3/PPARG/APOE/RGCC/TGFBR1/VASH1/FGFR1/ACVRL1	BP	imDC
GO:0001936	regulation of endothelial cell proliferation	13	0.610679439467357	2.16750680395444	0.00135183043412134	0.0202450520880855	0.0168853306831417	363	tags=77%, list=22%, signal=60%	ALDH1A2/FLT1/F3/PPARG/APOE/RGCC/TGFBR1/VASH1/FGFR1/ACVRL1	BP	imDC
GO:0046632	alpha-beta T cell differentiation	21	-0.53503836980423	-1.98761562701362	0.00135382662445622	0.0202450520880855	0.0168853306831417	208	tags=48%, list=13%, signal=42%	BCL3/IL12RB1/IL4R/JAK3/ZAP70/FOXP3/ITK/IL18R1/EOMES/LEF1	BP	imDC
GO:0002287	alpha-beta T cell activation involved in immune response	13	-0.628279560884057	-2.03889189636494	0.00138934626004392	0.0203633232170461	0.0169839743968787	208	tags=62%, list=13%, signal=54%	BCL3/IL12RB1/IL4R/JAK3/FOXP3/IL18R1/EOMES/LEF1	BP	imDC
GO:0002292	T cell differentiation involved in immune response	13	-0.628279560884057	-2.03889189636494	0.00138934626004392	0.0203633232170461	0.0169839743968787	208	tags=62%, list=13%, signal=54%	BCL3/IL12RB1/IL4R/JAK3/FOXP3/IL18R1/EOMES/LEF1	BP	imDC
GO:0002293	alpha-beta T cell differentiation involved in immune response	13	-0.628279560884057	-2.03889189636494	0.00138934626004392	0.0203633232170461	0.0169839743968787	208	tags=62%, list=13%, signal=54%	BCL3/IL12RB1/IL4R/JAK3/FOXP3/IL18R1/EOMES/LEF1	BP	imDC
GO:0050678	regulation of epithelial cell proliferation	27	0.450947320401281	2.06356420394038	0.00139757079712239	0.0203633232170461	0.0169839743968787	370	tags=56%, list=23%, signal=44%	ALDH1A2/FLT1/CD109/F3/PPARG/APOE/RGCC/TGFBR1/VASH1/FGFR1/ATP7A/PPARD/SRSF6/ACVRL1/RAP1GAP	BP	imDC
GO:0045765	regulation of angiogenesis	20	0.518813182211975	2.12344415954129	0.00147767362675405	0.0211894523274954	0.0176730051366472	272	tags=55%, list=17%, signal=46%	FLT1/CYBB/F3/SPRY2/RAPGEF3/FOXC1/PPARG/TBXA2R/RGCC/C5/VASH1	BP	imDC
GO:1901342	regulation of vasculature development	20	0.518813182211975	2.12344415954129	0.00147767362675405	0.0211894523274954	0.0176730051366472	272	tags=55%, list=17%, signal=46%	FLT1/CYBB/F3/SPRY2/RAPGEF3/FOXC1/PPARG/TBXA2R/RGCC/C5/VASH1	BP	imDC
GO:1902107	positive regulation of leukocyte differentiation	23	-0.506030834855692	-1.93345258251674	0.00149155845684085	0.0211894523274954	0.0176730051366472	187	tags=48%, list=12%, signal=43%	IL12RB1/SLC9B2/IL4R/IL15RA/RASGRP1/TESPA1/IL2RA/ZAP70/FOXP3/RHOH/LEF1	BP	imDC
GO:1903708	positive regulation of hemopoiesis	23	-0.506030834855692	-1.93345258251674	0.00149155845684085	0.0211894523274954	0.0176730051366472	187	tags=48%, list=12%, signal=43%	IL12RB1/SLC9B2/IL4R/IL15RA/RASGRP1/TESPA1/IL2RA/ZAP70/FOXP3/RHOH/LEF1	BP	imDC
GO:0001819	positive regulation of cytokine production	65	-0.358136511588103	-1.83950863420118	0.00158150736500555	0.0223277406252026	0.0186223913983328	226	tags=34%, list=14%, signal=30%	CD2/TIGIT/PDE4D/BCL3/IL12RB1/LTA/IL4R/FFAR3/HPSE/RASGRP1/PYHIN1/CD28/FOXP3/KIT/FLT4/ITK/CARD11/IL18R1/CD6/PRKCQ/CCR7/CD3E	BP	imDC
GO:0071453	cellular response to oxygen levels	15	0.563201749256584	2.09246898237173	0.00160861110407496	0.0225702039479159	0.0188246172738077	376	tags=67%, list=23%, signal=52%	CYBB/TREM2/AK4/TRPC6/RGCC/SRC/ATP7A/PPARD/MDM2/SLC8A1	BP	imDC
GO:2000106	regulation of leukocyte apoptotic process	11	-0.649473457252371	-1.99374028823325	0.00163829643938831	0.0228456920658259	0.0190543873899796	116	tags=45%, list=7%, signal=42%	JAK3/CCL5/PRKCQ/CCR7/CD3G	BP	imDC
GO:0016021	integral component of membrane	464	-0.216540201268598	-1.50069820221706	0.00165367110028228	0.0229194781154977	0.019115928444213	229	tags=20%, list=14%, signal=24%	MEST/CD2/P2RX5/CD79B/ATP8A2/TIGIT/CHST6/EVA1C/PDE4D/RTP4/SELPLG/LYPD3/TRAF3IP3/ATP10A/ARIH2OS/USE1/IL12RB1/PTPRK/CXCR6/NDFIP2/TMEM25/ABCD2/SLC9B2/DLG3/SUSD3/CEACAM3/PLXDC1/SIDT1/FKBP11/IL4R/FFAR3/CD248/TRABD2A/S1PR4/CXCR3/IL15RA/TMEM71/SLC4A10/SLC38A1/TMEM121/SEMA4D/PIK3IP1/MCTP2/ACSL6/PTGIR/LAX1/ADAM19/MS4A3/ITPR3/BTBD11/ITM2C/KIR2DS2/TNFRSF25/CD8A/PLXNA4/CD28/KIR2DL2/IL2RA/KIT/PVRIG/FLT4/GCNT4/THY1/PRF1/SLC41A1/KLRC3/RNF144A/KIR3DL2/EPHA1/ADORA2A/IL18R1/CD5/NCR3/IL2RB/GPR171/IGSF11/CD6/TMEM204/CCR7/CD3E/CD3G/FLT3LG/DPP4/CD7/PTPRCAP/CD96/SELL/CD247/MAL/IFITM1/CD8B	CC	imDC
GO:1903034	regulation of response to wounding	20	0.515428665283961	2.10959171139605	0.00171496035972496	0.0236248781676051	0.0197042654409229	384	tags=65%, list=24%, signal=50%	CD109/CD9/F3/CD36/ANXA2/TBXA2R/APOE/CLEC7A/RTN4R/ATP7A/PDGFA/SRSF6/FERMT1	BP	imDC
GO:0042093	T-helper cell differentiation	11	-0.646503724189114	-1.98462386263125	0.00173561788968233	0.0237654184533008	0.0198214826843239	208	tags=64%, list=13%, signal=56%	BCL3/IL12RB1/IL4R/JAK3/FOXP3/IL18R1/LEF1	BP	imDC
GO:0002706	regulation of lymphocyte mediated immunity	24	-0.507977119538838	-1.9706014315612	0.0017958235220882	0.0244425560820747	0.0203862474836485	187	tags=46%, list=12%, signal=41%	IL12RB1/LTA/SERPINB9/RASGRP1/CD28/FOXP3/SH2D1A/IL18R1/NCR3/CLC/CD96	BP	imDC
GO:0046486	glycerolipid metabolic process	27	0.446072817313313	2.04125816146212	0.00182242431282866	0.0246569670420211	0.020565076362183	318	tags=56%, list=20%, signal=45%	APOC1/PLA2G4A/PLA2G15/PIGA/CDS1/APOE/MBOAT1/OSBPL10/PI4KA/GPAT2/AVIL/NKX2-3/TTC7B/SEL1L/PDGFA	BP	imDC
GO:0008219	cell death	205	-0.252730082442163	-1.58990503435957	0.00187282806227238	0.0251889833464208	0.0210088031152448	151	tags=18%, list=9%, signal=18%	HIP1R/SERPINB9/CD248/CXCR3/SEMA4D/MZB1/UBD/JAK3/CYFIP2/ZBP1/ITM2C/TNFRSF25/FHL2/CD28/IL2RA/KIT/GZMH/AXIN2/FLT4/PRF1/CARD11/CDKN2D/KIR3DL2/ADORA2A/CD5/CLC/IL2RB/CRH/RNF157/CCL5/PRKCQ/LEF1/CCR7/CD3E/CD3G/MAL	BP	imDC
GO:0042175	nuclear outer membrane-endoplasmic reticulum membrane network	103	0.276488732100208	1.74584540015287	0.00189073939994195	0.0252802979768709	0.0210849638346468	299	tags=32%, list=18%, signal=28%	DCSTAMP/CYBB/PLAUR/CLN8/DHRS9/CLMN/PLA2G4A/CNIH3/PIGA/SCD/SRD5A3/RDH12/HSD17B12/CDS1/RTN1/HSD3B7/ATP6AP2/IFNGR2/MBOAT1/CCDC47/NAT8L/CERS3/ABCB9/ASPH/ABCD1/SFTPA2/HSD3B1/NOTCH3/SEL1L/FA2H/ALDH3A2/RAB3GAP1/TAPT1	CC	imDC
GO:0031091	platelet alpha granule	10	0.653767709953164	2.06210248432967	0.00194634135140075	0.0256732278432946	0.0214126859220476	318	tags=70%, list=20%, signal=57%	CD109/CD9/TREML1/LHFPL2/CD36/ACTN2/PDGFA	CC	imDC
GO:0030176	integral component of endoplasmic reticulum membrane	11	0.62595016589668	2.04810228254705	0.00195401162203694	0.0256732278432946	0.0214126859220476	299	tags=64%, list=18%, signal=52%	DCSTAMP/DHRS9/SCD/RTN1/CCDC47/ABCB9/TAPT1	CC	imDC
GO:0031227	intrinsic component of endoplasmic reticulum membrane	11	0.62595016589668	2.04810228254705	0.00195401162203694	0.0256732278432946	0.0214126859220476	299	tags=64%, list=18%, signal=52%	DCSTAMP/DHRS9/SCD/RTN1/CCDC47/ABCB9/TAPT1	CC	imDC
GO:0002456	T cell mediated immunity	14	-0.593269945158957	-1.97044710499455	0.00200929241941596	0.0262478256858188	0.0218919276912773	187	tags=50%, list=12%, signal=45%	IL12RB1/MYO1G/CD8A/FOXP3/PRF1/IL18R1/CLC	BP	imDC
