##Databases: KEGG PATHWAY, Reactome, Gene Ontology
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
Regulation of TP53 Activity through Phosphorylation	Reactome	R-HSA-6804756	2	92	0.0393575962428	0.098539759482	PLK3|RPA2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6804756
Eukaryotic Translation Termination	Reactome	R-HSA-72764	2	93	0.0401182898072	0.100196910996	ETF1|GSPT1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-72764
Mitochondrial biogenesis	Reactome	R-HSA-1592230	2	94	0.0408845510752	0.101649794192	HSPA9|MEF2D	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1592230
Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)	Reactome	R-HSA-975956	2	95	0.0416563352078	0.101649794192	ETF1|GSPT1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-975956
HIV Infection	Reactome	R-HSA-162906	3	227	0.0417782297086	0.101649794192	XRCC5|VPS37B|CXCR4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-162906
Josephin domain DUBs	Reactome	R-HSA-5689877	1	12	0.0424042040859	0.101649794192	JOSD1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5689877
GRB2 events in EGFR signaling	Reactome	R-HSA-179812	1	12	0.0424042040859	0.101649794192	AREG	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-179812
Caspase-mediated cleavage of cytoskeletal proteins	Reactome	R-HSA-264870	1	12	0.0424042040859	0.101649794192	CASP6	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-264870
CaMK IV-mediated phosphorylation of CREB	Reactome	R-HSA-111932	1	12	0.0424042040859	0.101649794192	KPNA2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-111932
HSF1 activation	Reactome	R-HSA-3371511	1	12	0.0424042040859	0.101649794192	RPA2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3371511
Circadian entrainment	KEGG PATHWAY	hsa04713	2	97	0.0432162938726	0.10310899291	PER1|PRKACB	http://www.genome.jp/kegg-bin/show_pathway?hsa04713/hsa:5567%09red/hsa:5187%09red
VEGFA-VEGFR2 Pathway	Reactome	R-HSA-4420097	2	97	0.0432162938726	0.10310899291	PIK3R1|PRKACB	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-4420097
p75 NTR receptor-mediated signalling	Reactome	R-HSA-193704	2	97	0.0432162938726	0.10310899291	RELA|CASP2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-193704
Aldosterone synthesis and secretion	KEGG PATHWAY	hsa04925	2	98	0.0440043798859	0.103318206346	NR4A2|PRKACB	http://www.genome.jp/kegg-bin/show_pathway?hsa04925/hsa:5567%09red/hsa:4929%09red
Progesterone-mediated oocyte maturation	KEGG PATHWAY	hsa04914	2	99	0.0447978117237	0.103318206346	PIK3R1|PRKACB	http://www.genome.jp/kegg-bin/show_pathway?hsa04914/hsa:5567%09red/hsa:5295%09red
Phosphatidylinositol signaling system	KEGG PATHWAY	hsa04070	2	99	0.0447978117237	0.103318206346	PIK3R1|PI4K2A	http://www.genome.jp/kegg-bin/show_pathway?hsa04070/hsa:55361%09red/hsa:5295%09red
Non-homologous end-joining	KEGG PATHWAY	hsa03450	1	13	0.0455911623011	0.103318206346	XRCC5	http://www.genome.jp/kegg-bin/show_pathway?hsa03450/hsa:7520%09red
PI-3K cascade:FGFR3	Reactome	R-HSA-5654710	1	13	0.0455911623011	0.103318206346	PIK3R1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654710
Inhibition of replication initiation of damaged DNA by RB1/E2F1	Reactome	R-HSA-113501	1	13	0.0455911623011	0.103318206346	PRIM1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-113501
NF-kB is activated and signals survival	Reactome	R-HSA-209560	1	13	0.0455911623011	0.103318206346	RELA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-209560
Erythropoietin activates RAS	Reactome	R-HSA-9027284	1	13	0.0455911623011	0.103318206346	IRS2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9027284
PI3K events in ERBB2 signaling	Reactome	R-HSA-1963642	1	13	0.0455911623011	0.103318206346	PIK3R1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1963642
SHC1 events in EGFR signaling	Reactome	R-HSA-180336	1	13	0.0455911623011	0.103318206346	AREG	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-180336
TNFR1-induced proapoptotic signaling	Reactome	R-HSA-5357786	1	13	0.0455911623011	0.103318206346	TNFAIP3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5357786
Synthesis of PE	Reactome	R-HSA-1483213	1	13	0.0455911623011	0.103318206346	CEPT1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1483213
IRF3-mediated induction of type I IFN	Reactome	R-HSA-3270619	1	13	0.0455911623011	0.103318206346	XRCC5	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3270619
ERKs are inactivated	Reactome	R-HSA-202670	1	13	0.0455911623011	0.103318206346	DUSP4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-202670
AGE-RAGE signaling pathway in diabetic complications	KEGG PATHWAY	hsa04933	2	100	0.0455965457	0.103318206346	RELA|PIK3R1	http://www.genome.jp/kegg-bin/show_pathway?hsa04933/hsa:5295%09red/hsa:5970%09red
NF-kappa B signaling pathway	KEGG PATHWAY	hsa04064	2	100	0.0455965457	0.103318206346	RELA|TNFAIP3	http://www.genome.jp/kegg-bin/show_pathway?hsa04064/hsa:7128%09red/hsa:5970%09red
Metabolism	Reactome	R-HSA-1430728	12	2075	0.0457865434786	0.103632935463	TIMMDC1|IDI1|PFKFB3|PI4K2A|SLC2A3|NAMPT|MED26|RDH11|PIK3R1|PRKACB|GLRX|CEPT1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1430728
Interleukin-1 signaling	Reactome	R-HSA-9020702	2	101	0.0464005383562	0.104788743637	RELA|MAP3K8	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9020702
Constitutive Signaling by EGFRvIII	Reactome	R-HSA-5637810	1	14	0.048767594753	0.105602234823	PIK3R1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5637810
Membrane binding and targetting of GAG proteins	Reactome	R-HSA-174490	1	14	0.048767594753	0.105602234823	VPS37B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-174490
TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest	Reactome	R-HSA-6804116	1	14	0.048767594753	0.105602234823	CDKN1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6804116
Synthesis And Processing Of GAG, GAGPOL Polyproteins	Reactome	R-HSA-174495	1	14	0.048767594753	0.105602234823	VPS37B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-174495
Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha)	Reactome	R-HSA-5358565	1	14	0.048767594753	0.105602234823	RPA2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5358565
CREB1 phosphorylation through the activation of Adenylate Cyclase	Reactome	R-HSA-442720	1	14	0.048767594753	0.105602234823	PRKACB	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-442720
Polymerase switching on the C-strand of the telomere	Reactome	R-HSA-174411	1	14	0.048767594753	0.105602234823	PRIM1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-174411
Attenuation phase	Reactome	R-HSA-3371568	1	14	0.048767594753	0.105602234823	DNAJB1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3371568
TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain	Reactome	R-HSA-6803205	1	14	0.048767594753	0.105602234823	BCL6	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6803205
Leading Strand Synthesis	Reactome	R-HSA-69109	1	14	0.048767594753	0.105602234823	PRIM1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69109
Role of LAT2/NTAL/LAB on calcium mobilization	Reactome	R-HSA-2730905	1	14	0.048767594753	0.105602234823	PIK3R1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2730905
Signaling by EGFRvIII in Cancer	Reactome	R-HSA-5637812	1	14	0.048767594753	0.105602234823	PIK3R1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5637812
Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta)	Reactome	R-HSA-5358606	1	14	0.048767594753	0.105602234823	RPA2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5358606
Polymerase switching	Reactome	R-HSA-69091	1	14	0.048767594753	0.105602234823	PRIM1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69091
AKT phosphorylates targets in the cytosol	Reactome	R-HSA-198323	1	14	0.048767594753	0.105602234823	CDKN1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-198323
Cargo recognition for clathrin-mediated endocytosis	Reactome	R-HSA-8856825	2	105	0.0496682345168	0.1072706918	AREG|CD3D	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8856825
Glucagon signaling pathway	KEGG PATHWAY	hsa04922	2	106	0.0504978765878	0.108355155231	SIK1|PRKACB	http://www.genome.jp/kegg-bin/show_pathway?hsa04922/hsa:102724428%09red/hsa:5567%09red
Signaling by VEGF	Reactome	R-HSA-194138	2	106	0.0504978765878	0.108355155231	PIK3R1|PRKACB	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-194138
Th17 cell differentiation	KEGG PATHWAY	hsa04659	2	107	0.0513325213094	0.108355155231	RELA|CD3D	http://www.genome.jp/kegg-bin/show_pathway?hsa04659/hsa:5970%09red/hsa:915%09red
Rap1 signalling	Reactome	R-HSA-392517	1	15	0.0519335359391	0.108355155231	PRKACB	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-392517
Mismatch Repair	Reactome	R-HSA-5358508	1	15	0.0519335359391	0.108355155231	RPA2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5358508
@@Mismatch repair	KEGG PATHWAY	hsa03430	1	23	0.0768874827122	0.1300482193	RPA2	http://www.genome.jp/kegg-bin/show_pathway?hsa03430/hsa:6118%09red
Signaling by cytosolic FGFR1 fusion mutants	Reactome	R-HSA-1839117	1	15	0.0519335359391	0.108355155231	PIK3R1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1839117
PI-3K cascade:FGFR1	Reactome	R-HSA-5654689	1	15	0.0519335359391	0.108355155231	PIK3R1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654689
mRNA decay by 5' to 3' exoribonuclease	Reactome	R-HSA-430039	1	15	0.0519335359391	0.108355155231	DCP1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-430039
N-Glycan antennae elongation	Reactome	R-HSA-975577	1	15	0.0519335359391	0.108355155231	ST6GAL1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-975577
Eicosanoid ligand-binding receptors	Reactome	R-HSA-391903	1	15	0.0519335359391	0.108355155231	PTGER4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-391903
Signaling by NTRK3 (TRKC)	Reactome	R-HSA-9034015	1	15	0.0519335359391	0.108355155231	PIK3R1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9034015
Senescence-Associated Secretory Phenotype (SASP)	Reactome	R-HSA-2559582	2	110	0.0538660535365	0.110724016905	RELA|CDKN1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2559582
Chromosome Maintenance	Reactome	R-HSA-73886	2	110	0.0538660535365	0.110724016905	PRIM1|RPA2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-73886
MECP2 regulates neuronal receptors and channels	Reactome	R-HSA-9022699	1	16	0.0550890202449	0.110724016905	SLC2A3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9022699
MAP3K8 (TPL2)-dependent MAPK1/3 activation	Reactome	R-HSA-5684264	1	16	0.0550890202449	0.110724016905	MAP3K8	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5684264
Assembly Of The HIV Virion	Reactome	R-HSA-175474	1	16	0.0550890202449	0.110724016905	VPS37B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-175474
Synthesis of PIPs at the early endosome membrane	Reactome	R-HSA-1660516	1	16	0.0550890202449	0.110724016905	PI4K2A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1660516
p75NTR signals via NF-kB	Reactome	R-HSA-193639	1	16	0.0550890202449	0.110724016905	RELA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-193639
Translesion synthesis by REV1	Reactome	R-HSA-110312	1	16	0.0550890202449	0.110724016905	RPA2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-110312
STING mediated induction of host immune responses	Reactome	R-HSA-1834941	1	16	0.0550890202449	0.110724016905	XRCC5	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1834941
Cholinergic synapse	KEGG PATHWAY	hsa04725	2	112	0.0555793260564	0.111378333244	PIK3R1|PRKACB	http://www.genome.jp/kegg-bin/show_pathway?hsa04725/hsa:5567%09red/hsa:5295%09red
Leukocyte transendothelial migration	KEGG PATHWAY	hsa04670	2	112	0.0555793260564	0.111378333244	PIK3R1|CXCR4	http://www.genome.jp/kegg-bin/show_pathway?hsa04670/hsa:5295%09red/hsa:7852%09red
Hemostasis	Reactome	R-HSA-109582	5	617	0.0573377641416	0.113556459791	SRGN|IRF2|MAFF|PIK3R1|PRKACB	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-109582
PI-3K cascade:FGFR4	Reactome	R-HSA-5654720	1	17	0.0582340819439	0.113556459791	PIK3R1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654720
PKA activation in glucagon signalling	Reactome	R-HSA-164378	1	17	0.0582340819439	0.113556459791	PRKACB	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-164378
Plasma lipoprotein assembly	Reactome	R-HSA-8963898	1	17	0.0582340819439	0.113556459791	PRKACB	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8963898
Translesion synthesis by POLK	Reactome	R-HSA-5655862	1	17	0.0582340819439	0.113556459791	RPA2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5655862
Tie2 Signaling	Reactome	R-HSA-210993	1	17	0.0582340819439	0.113556459791	PIK3R1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-210993
Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA	Reactome	R-HSA-450385	1	17	0.0582340819439	0.113556459791	DCP1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-450385
Translesion synthesis by POLI	Reactome	R-HSA-5656121	1	17	0.0582340819439	0.113556459791	RPA2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5656121
RIP-mediated NFkB activation via ZBP1	Reactome	R-HSA-1810476	1	17	0.0582340819439	0.113556459791	RELA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1810476
Transmission across Chemical Synapses	Reactome	R-HSA-112315	3	261	0.0584293543724	0.113827791227	ARL6IP5|KPNA2|PRKACB	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-112315
Synthesis of DNA	Reactome	R-HSA-69239	2	118	0.0608319622814	0.116640895541	PRIM1|RPA2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69239
Transcriptional regulation by RUNX2	Reactome	R-HSA-8878166	2	118	0.0608319622814	0.116640895541	CDKN1A|NR3C1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8878166
Translocation of ZAP-70 to Immunological synapse	Reactome	R-HSA-202430	1	18	0.0613687551981	0.116640895541	CD3D	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-202430
Signaling by FGFR3 point mutants in cancer	Reactome	R-HSA-8853338	1	18	0.0613687551981	0.116640895541	PIK3R1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8853338
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	Reactome	R-HSA-1236382	1	18	0.0613687551981	0.116640895541	PIK3R1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1236382
PI-3K cascade:FGFR2	Reactome	R-HSA-5654695	1	18	0.0613687551981	0.116640895541	PIK3R1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654695
Synthesis of PIPs at the Golgi membrane	Reactome	R-HSA-1660514	1	18	0.0613687551981	0.116640895541	PI4K2A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1660514
Signaling by Ligand-Responsive EGFR Variants in Cancer	Reactome	R-HSA-5637815	1	18	0.0613687551981	0.116640895541	PIK3R1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5637815
Signaling by FGFR3 in disease	Reactome	R-HSA-5655332	1	18	0.0613687551981	0.116640895541	PIK3R1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5655332
@@Signaling by FGFR3	Reactome	R-HSA-5654741	1	33	0.107165133903	0.155904513311	PIK3R1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654741
TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest	Reactome	R-HSA-6804114	1	18	0.0613687551981	0.116640895541	GADD45A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6804114
Neurotrophin signaling pathway	KEGG PATHWAY	hsa04722	2	119	0.0617234331902	0.116986095804	RELA|PIK3R1	http://www.genome.jp/kegg-bin/show_pathway?hsa04722/hsa:5295%09red/hsa:5970%09red
Sphingolipid signaling pathway	KEGG PATHWAY	hsa04071	2	119	0.0617234331902	0.116986095804	RELA|PIK3R1	http://www.genome.jp/kegg-bin/show_pathway?hsa04071/hsa:5295%09red/hsa:5970%09red
Thyroid hormone signaling pathway	KEGG PATHWAY	hsa04919	2	119	0.0617234331902	0.116986095804	PIK3R1|PRKACB	http://www.genome.jp/kegg-bin/show_pathway?hsa04919/hsa:5567%09red/hsa:5295%09red
Metabolism of water-soluble vitamins and cofactors	Reactome	R-HSA-196849	2	120	0.0626193789784	0.118573389886	SLC2A3|NAMPT	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-196849
PKA activation	Reactome	R-HSA-163615	1	19	0.0644930740585	0.119444707023	PRKACB	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-163615
Scavenging by Class A Receptors	Reactome	R-HSA-3000480	1	19	0.0644930740585	0.119444707023	FTH1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3000480
Downstream signaling of activated FGFR3	Reactome	R-HSA-5654708	1	19	0.0644930740585	0.119444707023	PIK3R1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654708
Class I peroxisomal membrane protein import	Reactome	R-HSA-9603798	1	19	0.0644930740585	0.119444707023	PEX11B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9603798
Nicotinamide salvaging	Reactome	R-HSA-197264	1	19	0.0644930740585	0.119444707023	NAMPT	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-197264
Translesion Synthesis by POLH	Reactome	R-HSA-110320	1	19	0.0644930740585	0.119444707023	RPA2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-110320
Cell cycle	KEGG PATHWAY	hsa04110	2	124	0.0662471317313	0.122135621046	GADD45A|CDKN1A	http://www.genome.jp/kegg-bin/show_pathway?hsa04110/hsa:1647%09red/hsa:1026%09red
@@Cell Cycle	Reactome	R-HSA-1640170	4	629	0.160817891707	0.204219589469	CDKN1A|PRIM1|CSNK1D|RPA2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1640170
Platelet activation	KEGG PATHWAY	hsa04611	2	124	0.0662471317313	0.122135621046	PIK3R1|PRKACB	http://www.genome.jp/kegg-bin/show_pathway?hsa04611/hsa:5567%09red/hsa:5295%09red
Phosphorylation of CD3 and TCR zeta chains	Reactome	R-HSA-202427	1	21	0.0707107842482	0.124914172871	CD3D	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-202427
ZBP1(DAI) mediated induction of type I IFNs	Reactome	R-HSA-1606322	1	21	0.0707107842482	0.124914172871	RELA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1606322
Regulation of signaling by CBL	Reactome	R-HSA-912631	1	21	0.0707107842482	0.124914172871	PIK3R1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-912631
PCNA-Dependent Long Patch Base Excision Repair	Reactome	R-HSA-5651801	1	21	0.0707107842482	0.124914172871	RPA2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5651801
Cellular hexose transport	Reactome	R-HSA-189200	1	21	0.0707107842482	0.124914172871	SLC2A3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-189200
PKA-mediated phosphorylation of CREB	Reactome	R-HSA-111931	1	21	0.0707107842482	0.124914172871	PRKACB	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-111931
Interleukin-37 signaling	Reactome	R-HSA-9008059	1	21	0.0707107842482	0.124914172871	CASP1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9008059
Fc epsilon receptor (FCERI) signaling	Reactome	R-HSA-2454202	2	130	0.0718164517878	0.126756974957	RELA|PIK3R1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2454202
Terpenoid backbone biosynthesis	KEGG PATHWAY	hsa00900	1	22	0.0738042431272	0.127491486424	IDI1	http://www.genome.jp/kegg-bin/show_pathway?hsa00900/hsa:3422%09red
Other types of O-glycan biosynthesis	KEGG PATHWAY	hsa00514	1	22	0.0738042431272	0.127491486424	ST6GAL1	http://www.genome.jp/kegg-bin/show_pathway?hsa00514/hsa:6480%09red
Post-chaperonin tubulin folding pathway	Reactome	R-HSA-389977	1	22	0.0738042431272	0.127491486424	TBCE	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-389977
PD-1 signaling	Reactome	R-HSA-389948	1	22	0.0738042431272	0.127491486424	CD3D	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-389948
E2F mediated regulation of DNA replication	Reactome	R-HSA-113510	1	22	0.0738042431272	0.127491486424	PRIM1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-113510
RA biosynthesis pathway	Reactome	R-HSA-5365859	1	22	0.0738042431272	0.127491486424	RDH11	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5365859
Signaling by NTRK2 (TRKB)	Reactome	R-HSA-9006115	1	22	0.0738042431272	0.127491486424	PIK3R1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9006115
ERK/MAPK targets	Reactome	R-HSA-198753	1	22	0.0738042431272	0.127491486424	DUSP4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-198753
Spliceosome	KEGG PATHWAY	hsa03040	2	135	0.0765694406166	0.1300482193	SRSF7|WBP11	http://www.genome.jp/kegg-bin/show_pathway?hsa03040/hsa:51729%09red/hsa:6432%09red
Downstream signaling of activated FGFR4	Reactome	R-HSA-5654716	1	23	0.0768874827122	0.1300482193	PIK3R1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654716
Growth hormone receptor signaling	Reactome	R-HSA-982772	1	23	0.0768874827122	0.1300482193	IRS2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-982772
The canonical retinoid cycle in rods (twilight vision)	Reactome	R-HSA-2453902	1	23	0.0768874827122	0.1300482193	RDH11	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2453902
Nephrin family interactions	Reactome	R-HSA-373753	1	23	0.0768874827122	0.1300482193	PIK3R1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-373753
Glutamate Neurotransmitter Release Cycle	Reactome	R-HSA-210500	1	23	0.0768874827122	0.1300482193	ARL6IP5	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-210500
Organelle biogenesis and maintenance	Reactome	R-HSA-1852241	3	294	0.0771219739711	0.130336136011	CSNK1D|HSPA9|MEF2D	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1852241
GPCR downstream signalling	Reactome	R-HSA-388396	7	1108	0.0793984752971	0.132591960777	PTGER4|RGS1|CXCR4|KPNA2|PIK3R1|PRKACB|RDH11	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-388396
Estrogen signaling pathway	KEGG PATHWAY	hsa04915	2	138	0.0794680061236	0.132591960777	PIK3R1|PRKACB	http://www.genome.jp/kegg-bin/show_pathway?hsa04915/hsa:5567%09red/hsa:5295%09red
Downstream signaling of activated FGFR2	Reactome	R-HSA-5654696	1	24	0.0799605365041	0.132591960777	PIK3R1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654696
Downstream signaling of activated FGFR1	Reactome	R-HSA-5654687	1	24	0.0799605365041	0.132591960777	PIK3R1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654687
Cholesterol biosynthesis	Reactome	R-HSA-191273	1	24	0.0799605365041	0.132591960777	IDI1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-191273
Diseases associated with the TLR signaling cascade	Reactome	R-HSA-5602358	1	24	0.0799605365041	0.132591960777	RELA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5602358
Termination of O-glycan biosynthesis	Reactome	R-HSA-977068	1	24	0.0799605365041	0.132591960777	ST6GAL1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-977068
