##Databases: KEGG PATHWAY, Reactome, Gene Ontology
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
Meiotic synapsis	Reactome	R-HSA-1221632	1	77	0.0690872889384	0.10661807783	HSPA2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1221632
Regulation of APC/C activators between G1/S and early anaphase	Reactome	R-HSA-176408	1	79	0.0707962781167	0.108773089557	CDC20	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-176408
Neutrophil degranulation	Reactome	R-HSA-6798695	2	478	0.0715046462918	0.109120659557	CTSZ|MMP9	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6798695
DNA Damage/Telomere Stress Induced Senescence	Reactome	R-HSA-2559586	1	80	0.0716496284735	0.109120659557	CDKN1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2559586
Cyclin E associated events during G1/S transition 	Reactome	R-HSA-69202	1	82	0.0733540440299	0.110031066045	CDKN1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69202
Cyclin A:Cdk2-associated events at S phase entry	Reactome	R-HSA-69656	1	84	0.0750554171131	0.111382879127	CDKN1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69656
ErbB signaling pathway	KEGG PATHWAY	hsa04012	1	85	0.0759049643763	0.11145539073	CDKN1A	http://www.genome.jp/kegg-bin/show_pathway?hsa04012/hsa:1026%09red
APC/C-mediated degradation of cell cycle proteins	Reactome	R-HSA-174143	1	85	0.0759049643763	0.11145539073	CDC20	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-174143
Transport of bile salts and organic acids, metal ions and amine compounds	Reactome	R-HSA-425366	1	85	0.0759049643763	0.11145539073	SLC30A1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-425366
Regulation of mitotic cell cycle	Reactome	R-HSA-453276	1	85	0.0759049643763	0.11145539073	CDC20	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-453276
Developmental Biology	Reactome	R-HSA-1266738	3	1082	0.0765829501328	0.111758602693	RND1|CDKN1A|MMP9	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1266738
Colorectal cancer	KEGG PATHWAY	hsa05210	1	86	0.0767537529991	0.111758602693	CDKN1A	http://www.genome.jp/kegg-bin/show_pathway?hsa05210/hsa:1026%09red
Cellular response to heat stress	Reactome	R-HSA-3371556	1	86	0.0767537529991	0.111758602693	HSPA2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3371556
Peptide hormone metabolism	Reactome	R-HSA-2980736	1	89	0.0792955736033	0.114028345512	CTSZ	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2980736
Collagen formation	Reactome	R-HSA-1474290	1	89	0.0792955736033	0.114028345512	MMP9	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1474290
Transcriptional regulation of granulopoiesis	Reactome	R-HSA-9616222	1	89	0.0792955736033	0.114028345512	CDKN1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9616222
Interferon gamma signaling	Reactome	R-HSA-877300	1	90	0.0801413342399	0.115006945631	MT2A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-877300
EPH-Ephrin signaling	Reactome	R-HSA-2682334	1	91	0.0809863395212	0.115742283997	MMP9	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2682334
Small cell lung cancer	KEGG PATHWAY	hsa05222	1	93	0.0826740866384	0.117671092639	CDKN1A	http://www.genome.jp/kegg-bin/show_pathway?hsa05222/hsa:1026%09red
Transcriptional regulation by RUNX3	Reactome	R-HSA-8878159	1	93	0.0826740866384	0.117671092639	CDKN1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8878159
Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal	Reactome	R-HSA-141444	1	94	0.0835168297834	0.118145759206	CDC20	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-141444
Amplification of signal from the kinetochores	Reactome	R-HSA-141424	1	94	0.0835168297834	0.118145759206	CDC20	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-141424
Cell Cycle, Mitotic	Reactome	R-HSA-69278	2	525	0.0839663778099	0.118540768673	CDKN1A|CDC20	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69278
RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function	Reactome	R-HSA-8936459	1	96	0.0852000585148	0.119495652959	NR4A3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8936459
Pathways in cancer	KEGG PATHWAY	hsa05200	2	530	0.0853295108053	0.119495652959	CDKN1A|MMP9	http://www.genome.jp/kegg-bin/show_pathway?hsa05200/hsa:1026%09red/hsa:4318%09red
p75 NTR receptor-mediated signalling	Reactome	R-HSA-193704	1	97	0.0860405454069	0.120249436954	OMG	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-193704
Aldosterone synthesis and secretion	KEGG PATHWAY	hsa04925	1	98	0.0868802815196	0.120585338807	NR4A1	http://www.genome.jp/kegg-bin/show_pathway?hsa04925/hsa:3164%09red
Viral protein interaction with cytokine and cytokine receptor	KEGG PATHWAY	hsa04061	1	100	0.0885575040119	0.121330753528	CCL20	http://www.genome.jp/kegg-bin/show_pathway?hsa04061/hsa:6364%09red
NF-kappa B signaling pathway	KEGG PATHWAY	hsa04064	1	100	0.0885575040119	0.121330753528	DTL	http://www.genome.jp/kegg-bin/show_pathway?hsa04064/hsa:10673%09red
TNFR2 non-canonical NF-kB pathway	Reactome	R-HSA-5668541	1	100	0.0885575040119	0.121330753528	DTL	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5668541
Axon guidance	Reactome	R-HSA-422475	2	549	0.0905712198063	0.123361191752	RND1|MMP9	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-422475
@@Axon guidance	KEGG PATHWAY	hsa04360	1	181	0.154024413962	0.181082756955	RND1	http://www.genome.jp/kegg-bin/show_pathway?hsa04360/hsa:27289%09red
Parathyroid hormone synthesis, secretion and action	KEGG PATHWAY	hsa04928	1	106	0.0935712204248	0.126212343829	CDKN1A	http://www.genome.jp/kegg-bin/show_pathway?hsa04928/hsa:1026%09red
Transport of inorganic cations/anions and amino acids/oligopeptides	Reactome	R-HSA-425393	1	107	0.0944042287741	0.127089638736	SLC43A2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-425393
HIF-1 signaling pathway	KEGG PATHWAY	hsa04066	1	109	0.0960680132513	0.129079801589	CDKN1A	http://www.genome.jp/kegg-bin/show_pathway?hsa04066/hsa:1026%09red
Senescence-Associated Secretory Phenotype (SASP)	Reactome	R-HSA-2559582	1	110	0.0968987906708	0.129695304436	CDKN1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2559582
Mitotic Spindle Checkpoint	Reactome	R-HSA-69618	1	110	0.0968987906708	0.129695304436	CDC20	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69618
Leukocyte transendothelial migration	KEGG PATHWAY	hsa04670	1	112	0.0985581190964	0.131663053534	MMP9	http://www.genome.jp/kegg-bin/show_pathway?hsa04670/hsa:4318%09red
Toxoplasmosis	KEGG PATHWAY	hsa05145	1	113	0.0993866713908	0.132009777267	HSPA2	http://www.genome.jp/kegg-bin/show_pathway?hsa05145/hsa:3306%09red
Meiosis	Reactome	R-HSA-1500620	1	116	0.101867888318	0.134280398238	HSPA2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1500620
Transcriptional regulation by RUNX2	Reactome	R-HSA-8878166	1	118	0.103518339394	0.135941064563	CDKN1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8878166
Lysosome	KEGG PATHWAY	hsa04142	1	123	0.107631577057	0.138982518797	CTSZ	http://www.genome.jp/kegg-bin/show_pathway?hsa04142/hsa:1522%09red
Resolution of Sister Chromatid Cohesion	Reactome	R-HSA-2500257	1	123	0.107631577057	0.138982518797	CDC20	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2500257
Oocyte meiosis	KEGG PATHWAY	hsa04114	1	128	0.111726464252	0.142681869944	CDC20	http://www.genome.jp/kegg-bin/show_pathway?hsa04114/hsa:991%09red
Relaxin signaling pathway	KEGG PATHWAY	hsa04926	1	130	0.113359298828	0.143712335126	MMP9	http://www.genome.jp/kegg-bin/show_pathway?hsa04926/hsa:4318%09red
G1/S Transition	Reactome	R-HSA-69206	1	130	0.113359298828	0.143712335126	CDKN1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69206
FoxO signaling pathway	KEGG PATHWAY	hsa04068	1	132	0.114989215134	0.145249534906	CDKN1A	http://www.genome.jp/kegg-bin/show_pathway?hsa04068/hsa:1026%09red
Spliceosome	KEGG PATHWAY	hsa03040	1	135	0.117428628919	0.147527663768	HSPA2	http://www.genome.jp/kegg-bin/show_pathway?hsa03040/hsa:3306%09red
Apoptosis	KEGG PATHWAY	hsa04210	1	136	0.118240313197	0.14801305393	CTSZ	http://www.genome.jp/kegg-bin/show_pathway?hsa04210/hsa:1522%09red
RHO GTPases Activate Formins	Reactome	R-HSA-5663220	1	136	0.118240313197	0.14801305393	CDC20	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5663220
Ubiquitin mediated proteolysis	KEGG PATHWAY	hsa04120	1	137	0.119051271701	0.148228417001	CDC20	http://www.genome.jp/kegg-bin/show_pathway?hsa04120/hsa:991%09red
Measles	KEGG PATHWAY	hsa05162	1	138	0.119861505062	0.14870518275	HSPA2	http://www.genome.jp/kegg-bin/show_pathway?hsa05162/hsa:3306%09red
Fluid shear stress and atherosclerosis	KEGG PATHWAY	hsa05418	1	139	0.12067101391	0.149443106194	MMP9	http://www.genome.jp/kegg-bin/show_pathway?hsa05418/hsa:4318%09red
Death Receptor Signalling	Reactome	R-HSA-73887	1	140	0.121479798874	0.149645911533	OMG	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-73887
Degradation of the extracellular matrix	Reactome	R-HSA-1474228	1	140	0.121479798874	0.149645911533	MMP9	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1474228
Reproduction	Reactome	R-HSA-1474165	1	141	0.122287860583	0.150090979284	HSPA2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1474165
Breast cancer	KEGG PATHWAY	hsa05224	1	147	0.127121077634	0.154949684822	CDKN1A	http://www.genome.jp/kegg-bin/show_pathway?hsa05224/hsa:1026%09red
Mitotic G1-G1/S phases	Reactome	R-HSA-453279	1	147	0.127121077634	0.154949684822	CDKN1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-453279
Gastric cancer	KEGG PATHWAY	hsa05226	1	149	0.128726392367	0.156358759315	CDKN1A	http://www.genome.jp/kegg-bin/show_pathway?hsa05226/hsa:1026%09red
Oxytocin signaling pathway	KEGG PATHWAY	hsa04921	1	153	0.131928415386	0.159413501925	CDKN1A	http://www.genome.jp/kegg-bin/show_pathway?hsa04921/hsa:1026%09red
ER to Golgi Anterograde Transport	Reactome	R-HSA-199977	1	154	0.132727131765	0.160100665007	CTSZ	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-199977
Hepatitis C	KEGG PATHWAY	hsa05160	1	155	0.133525133638	0.160506896394	CDKN1A	http://www.genome.jp/kegg-bin/show_pathway?hsa05160/hsa:1026%09red
Cellular senescence	KEGG PATHWAY	hsa04218	1	160	0.137504447114	0.164438307889	CDKN1A	http://www.genome.jp/kegg-bin/show_pathway?hsa04218/hsa:1026%09red
@@Cellular Senescence	Reactome	R-HSA-2559583	1	194	0.164096457844	0.188778734975	CDKN1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2559583
S Phase	Reactome	R-HSA-69242	1	160	0.137504447114	0.164438307889	CDKN1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69242
Jak-STAT signaling pathway	KEGG PATHWAY	hsa04630	1	162	0.13909119265	0.165766215898	CDKN1A	http://www.genome.jp/kegg-bin/show_pathway?hsa04630/hsa:1026%09red
Transport of small molecules	Reactome	R-HSA-382551	2	720	0.141463412575	0.168021040316	SLC30A1|SLC43A2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-382551
Protein processing in endoplasmic reticulum	KEGG PATHWAY	hsa04141	1	165	0.14146599084	0.168021040316	HSPA2	http://www.genome.jp/kegg-bin/show_pathway?hsa04141/hsa:3306%09red
Hepatocellular carcinoma	KEGG PATHWAY	hsa05225	1	168	0.143834419681	0.170252986561	CDKN1A	http://www.genome.jp/kegg-bin/show_pathway?hsa05225/hsa:1026%09red
Transport to the Golgi and subsequent modification	Reactome	R-HSA-948021	1	185	0.15713600527	0.184098601896	CTSZ	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-948021
Kaposi sarcoma-associated herpesvirus infection	KEGG PATHWAY	hsa05167	1	186	0.157912162834	0.184098601896	CDKN1A	http://www.genome.jp/kegg-bin/show_pathway?hsa05167/hsa:1026%09red
Separation of Sister Chromatids	Reactome	R-HSA-2467813	1	186	0.157912162834	0.184098601896	CDC20	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2467813
Chemokine signaling pathway	KEGG PATHWAY	hsa04062	1	190	0.161009850185	0.186460658451	CCL20	http://www.genome.jp/kegg-bin/show_pathway?hsa04062/hsa:6364%09red
G2/M Transition	Reactome	R-HSA-69275	1	193	0.163325842543	0.188778734975	CDKN1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69275
Mitotic Anaphase	Reactome	R-HSA-68882	1	194	0.164096457844	0.188778734975	CDC20	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-68882
Interferon Signaling	Reactome	R-HSA-913531	1	194	0.164096457844	0.188778734975	MT2A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-913531
Mitotic Metaphase and Anaphase	Reactome	R-HSA-2555396	1	195	0.164866383072	0.189039543028	CDC20	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2555396
Mitotic G2-G2/M phases	Reactome	R-HSA-453274	1	195	0.164866383072	0.189039543028	CDKN1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-453274
Mitotic Prometaphase	Reactome	R-HSA-68877	1	196	0.165635618826	0.189609195235	CDC20	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-68877
Epstein-Barr virus infection	KEGG PATHWAY	hsa05169	1	201	0.169471476468	0.193047704782	CDKN1A	http://www.genome.jp/kegg-bin/show_pathway?hsa05169/hsa:1026%09red
G alpha (q) signalling events	Reactome	R-HSA-416476	1	214	0.179364643754	0.201676562283	RGS16	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-416476
Ub-specific processing proteases	Reactome	R-HSA-5689880	1	219	0.183139119639	0.204598438634	CDC20	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5689880
ESR-mediated signaling	Reactome	R-HSA-8939211	1	221	0.184644179351	0.205949276969	MMP9	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8939211
Human cytomegalovirus infection	KEGG PATHWAY	hsa05163	1	225	0.18764621496	0.208296276894	CDKN1A	http://www.genome.jp/kegg-bin/show_pathway?hsa05163/hsa:1026%09red
RAF/MAP kinase cascade	Reactome	R-HSA-5673001	1	234	0.194361557641	0.214043740693	DUSP5	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5673001
Transcriptional regulation by RUNX1	Reactome	R-HSA-8878171	1	235	0.195104366808	0.214183973656	NR4A3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8878171
MAPK1/MAPK3 signaling	Reactome	R-HSA-5684996	1	239	0.198068950548	0.217096046585	DUSP5	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5684996
Endocytosis	KEGG PATHWAY	hsa04144	1	244	0.201759754535	0.220793693642	HSPA2	http://www.genome.jp/kegg-bin/show_pathway?hsa04144/hsa:3306%09red
FLT3 Signaling	Reactome	R-HSA-9607240	1	252	0.207630715847	0.225798403484	DUSP5	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9607240
Signaling by Nuclear Receptors	Reactome	R-HSA-9006931	1	264	0.216358519045	0.23346593683	MMP9	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9006931
Other interleukin signaling	Reactome	R-HSA-449836	1	275	0.224276850166	0.240889950178	DUSP5	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-449836
MAPK family signaling cascades	Reactome	R-HSA-5683057	1	278	0.226422859353	0.242820200478	DUSP5	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5683057
Deubiquitination	Reactome	R-HSA-5688426	1	296	0.239178220992	0.254149682153	CDC20	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5688426
Extracellular matrix organization	Reactome	R-HSA-1474244	1	298	0.240582796739	0.254863967322	MMP9	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1474244
Asparagine N-linked glycosylation	Reactome	R-HSA-446203	1	304	0.244781414778	0.258917727486	CTSZ	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-446203
Antigen processing: Ubiquitination & Proteasome degradation	Reactome	R-HSA-983168	1	308	0.247567946339	0.261071652503	CDC20	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-983168
Innate Immune System	Reactome	R-HSA-168249	2	1043	0.248453111378	0.261608722419	CTSZ|MMP9	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168249
RHO GTPase Effectors	Reactome	R-HSA-195258	1	321	0.25655531311	0.269325034577	CDC20	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-195258
Human papillomavirus infection	KEGG PATHWAY	hsa05165	1	330	0.262716106821	0.275377124017	CDKN1A	http://www.genome.jp/kegg-bin/show_pathway?hsa05165/hsa:1026%09red
Transcriptional Regulation by TP53	Reactome	R-HSA-3700989	1	359	0.282231787412	0.294061862333	CDKN1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3700989
Class I MHC mediated antigen processing & presentation	Reactome	R-HSA-983169	1	370	0.289502123559	0.301186065765	CDC20	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-983169
M Phase	Reactome	R-HSA-68886	1	384	0.298651791467	0.309778907393	CDC20	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-68886
Signaling by Rho GTPases	Reactome	R-HSA-194315	1	449	0.339653258195	0.34970217116	CDC20	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-194315
Signaling by Receptor Tyrosine Kinases	Reactome	R-HSA-9006934	1	458	0.345143407618	0.354829854803	MMP9	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9006934
Herpes simplex virus 1 infection	KEGG PATHWAY	hsa05168	1	492	0.365486291143	0.374085968581	ZNF442	http://www.genome.jp/kegg-bin/show_pathway?hsa05168/hsa:79973%09red
Post-translational protein modification	Reactome	R-HSA-597592	2	1412	0.37368456195	0.381355506037	CTSZ|CDC20	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-597592
G alpha (s) signalling events	Reactome	R-HSA-418555	1	536	0.390902210582	0.397760144101	PTGDR	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-418555
Membrane Trafficking	Reactome	R-HSA-199991	1	631	0.44244763968	0.448243896968	CTSZ	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-199991
Vesicle-mediated transport	Reactome	R-HSA-5653656	1	669	0.461855799791	0.466548093838	CTSZ	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5653656
Adaptive Immune System	Reactome	R-HSA-1280218	1	748	0.500125061124	0.503015957431	CDC20	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1280218
Metabolism of proteins	Reactome	R-HSA-392499	2	2012	0.557258116369	0.559670489167	CTSZ|CDC20	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-392499
cellular zinc ion homeostasis	Gene Ontology	GO:0006882	5	31	1.7874748292e-10	1.24408248112e-07	MT1X|MT2A|MT1G|SLC30A1|MT1E	http://amigo.geneontology.org/amigo/term/GO:0006882
cellular response to cadmium ion	Gene Ontology	GO:0071276	5	39	5.12217679804e-10	1.78251752572e-07	MT2A|MT1E|MT1G|MT1X|MMP9	http://amigo.geneontology.org/amigo/term/GO:0071276
detoxification of copper ion	Gene Ontology	GO:0010273	4	16	2.84778488689e-09	3.3034304688e-07	MT2A|MT1G|MT1X|MT1E	http://amigo.geneontology.org/amigo/term/GO:0010273
negative regulation of growth	Gene Ontology	GO:0045926	4	18	4.29399423864e-09	4.2694571287e-07	MT2A|MT1G|MT1X|MT1E	http://amigo.geneontology.org/amigo/term/GO:0045926
cellular response to zinc ion	Gene Ontology	GO:0071294	4	25	1.38786469038e-08	1.20744228063e-06	MT2A|MT1G|MT1X|MT1E	http://amigo.geneontology.org/amigo/term/GO:0071294
cellular response to copper ion	Gene Ontology	GO:0071280	4	29	2.38489012803e-08	1.84431503234e-06	MT2A|MT1G|MT1X|MT1E	http://amigo.geneontology.org/amigo/term/GO:0071280
zinc ion binding	Gene Ontology	GO:0008270	8	820	6.76381186746e-07	4.70761305976e-05	NR2F6|MT2A|NR4A3|NR4A1|MMP9|MT1X|MT1E|MT1G	http://amigo.geneontology.org/amigo/term/GO:0008270
transcription initiation from RNA polymerase II promoter	Gene Ontology	GO:0006367	4	160	1.55460917133e-05	0.000832313833266	NR2F6|NR4A3|CDKN1A|NR4A1	http://amigo.geneontology.org/amigo/term/GO:0006367
cellular response to corticotropin-releasing hormone stimulus	Gene Ontology	GO:0071376	2	5	1.71003338708e-05	0.000850130883864	NR4A3|NR4A1	http://amigo.geneontology.org/amigo/term/GO:0071376
nucleus	Gene Ontology	GO:0005634	15	5208	2.46005183052e-05	0.00107012254628	HSPA2|NR2F6|MT1X|ZNF442|DTL|NR4A3|CDKN1A|NR4A1|SIM2|DYRK3|PHF13|MT1E|DUSP5|MT2A|MT1G	http://amigo.geneontology.org/amigo/term/GO:0005634
regulation of type B pancreatic cell proliferation	Gene Ontology	GO:0061469	2	7	2.92810434927e-05	0.00119880036888	NR4A3|NR4A1	http://amigo.geneontology.org/amigo/term/GO:0061469
fat cell differentiation	Gene Ontology	GO:0045444	3	70	4.20709624093e-05	0.00162674387983	NR4A3|NR4A1|METRNL	http://amigo.geneontology.org/amigo/term/GO:0045444
response to metal ion	Gene Ontology	GO:0010038	2	12	7.38027525175e-05	0.00256833578761	MT2A|MT1X	http://amigo.geneontology.org/amigo/term/GO:0010038
protein binding	Gene Ontology	GO:0005515	22	11779	0.000109777600649	0.00306540412496	HSPA2|MT2A|DTL|CDKN1A|MKRN3|PTGDR|SLC30A1|MT1X|RND1|NR2F6|DUSP5|CCL20|MT1G|NR4A3|NR4A1|CTSZ|MT1E|SLC43A2|RGS16|CDC20|GALR2|MMP9	http://amigo.geneontology.org/amigo/term/GO:0005515
glucocorticoid receptor binding	Gene Ontology	GO:0035259	2	15	0.000110107906787	0.00306540412496	NR4A3|NR4A1	http://amigo.geneontology.org/amigo/term/GO:0035259
cytoplasm	Gene Ontology	GO:0005737	13	4624	0.000140137728457	0.00375137919253	RGS16|HSPA2|DBNDD1|MT1X|DTL|RND1|DYRK3|MT1E|DUSP5|MT2A|MT1G|SLC30A1|IL17RB	http://amigo.geneontology.org/amigo/term/GO:0005737
RNA polymerase II transcription regulatory region sequence-specific DNA binding	Gene Ontology	GO:0000977	4	327	0.00023574866299	0.00586003819433	NR2F6|NR4A3|NR4A1|ZNF442	http://amigo.geneontology.org/amigo/term/GO:0000977
neuropeptide binding	Gene Ontology	GO:0042923	2	24	0.000261763430961	0.00607291159829	GALR2|PTGDR2	http://amigo.geneontology.org/amigo/term/GO:0042923
intracellular receptor signaling pathway	Gene Ontology	GO:0030522	2	26	0.000304100178435	0.00661417888095	NR4A3|NR4A1	http://amigo.geneontology.org/amigo/term/GO:0030522
cellular response to vascular endothelial growth factor stimulus	Gene Ontology	GO:0035924	2	27	0.000326437888229	0.00668237559434	NR4A1|MT1G	http://amigo.geneontology.org/amigo/term/GO:0035924
positive regulation of G2/M transition of mitotic cell cycle	Gene Ontology	GO:0010971	2	27	0.000326437888229	0.00668237559434	HSPA2|DTL	http://amigo.geneontology.org/amigo/term/GO:0010971
positive regulation of vascular associated smooth muscle cell proliferation	Gene Ontology	GO:1904707	2	34	0.00050450213434	0.00976274821687	NR4A3|MMP9	http://amigo.geneontology.org/amigo/term/GO:1904707
response to cold	Gene Ontology	GO:0009409	2	35	0.000533023609542	0.00976274821687	HSPA2|METRNL	http://amigo.geneontology.org/amigo/term/GO:0009409
energy homeostasis	Gene Ontology	GO:0097009	2	35	0.000533023609542	0.00976274821687	NR4A3|METRNL	http://amigo.geneontology.org/amigo/term/GO:0097009
plasma membrane	Gene Ontology	GO:0005886	12	4619	0.000580174462401	0.0103538827136	RGS16|HSPA2|PTGDR2|OMG|GALR2|DTL|IL17RB|RND1|CTSZ|PTGDR|SLC30A1|SLC43A2	http://amigo.geneontology.org/amigo/term/GO:0005886
positive regulation of B cell proliferation	Gene Ontology	GO:0030890	2	41	0.000720209422849	0.0116573432163	CDKN1A|DTL	http://amigo.geneontology.org/amigo/term/GO:0030890
nuclear receptor activity	Gene Ontology	GO:0004879	2	42	0.000754070650336	0.0116629593919	NR4A3|NR4A1	http://amigo.geneontology.org/amigo/term/GO:0004879
animal organ regeneration	Gene Ontology	GO:0031100	2	42	0.000754070650336	0.0116629593919	NR4A3|CDKN1A	http://amigo.geneontology.org/amigo/term/GO:0031100
metal ion binding	Gene Ontology	GO:0046872	8	2298	0.000960150363781	0.0142183968764	MT2A|ZNF442|PHF13|CDKN1A|MKRN3|MT1E|MT1X|MT1G	http://amigo.geneontology.org/amigo/term/GO:0046872
transcription regulator complex	Gene Ontology	GO:0005667	3	226	0.00121143699304	0.0174400490337	NR4A3|NR4A1|SIM2	http://amigo.geneontology.org/amigo/term/GO:0005667
nucleoplasm	Gene Ontology	GO:0005654	10	3630	0.00122781954404	0.0174400490337	SIM2|NR2F6|DTL|NR4A3|CDKN1A|NR4A1|CDC20|DYRK3|PHF13|DUSP5	http://amigo.geneontology.org/amigo/term/GO:0005654
nuclear membrane	Gene Ontology	GO:0031965	3	237	0.00138578322577	0.0192901025027	NR4A1|SLC30A1|DTL	http://amigo.geneontology.org/amigo/term/GO:0031965
