##Databases: KEGG PATHWAY, Reactome, Gene Ontology
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
Toll Like Receptor 9 (TLR9) Cascade	Reactome	R-HSA-168138	2	97	0.0299473081844	0.0862058264264	PPP2CA|PELI1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168138
Membrane Trafficking	Reactome	R-HSA-199991	5	631	0.0300997706382	0.0864988358238	RAB1A|COPS6|DCTN4|DENND2D|CD55	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-199991
Toll Like Receptor 2 (TLR2) Cascade	Reactome	R-HSA-181438	2	98	0.0305052145581	0.0870775940648	PPP2CA|PELI1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-181438
Toll Like Receptor TLR1:TLR2 Cascade	Reactome	R-HSA-168179	2	98	0.0305052145581	0.0870775940648	PPP2CA|PELI1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168179
Antigen processing-Cross presentation	Reactome	R-HSA-1236975	2	98	0.0305052145581	0.0870775940648	PSMD4|PSMD12	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1236975
CLEC7A (Dectin-1) signaling	Reactome	R-HSA-5607764	2	99	0.0310672488241	0.0878087828113	PSMD4|PSMD12	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5607764
TNFR2 non-canonical NF-kB pathway	Reactome	R-HSA-5668541	2	100	0.0316333848663	0.0878087828113	PSMD4|PSMD12	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5668541
ATF6 (ATF6-alpha) activates chaperones	Reactome	R-HSA-381033	1	11	0.0321502573269	0.0878087828113	CEBPZ	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-381033
Regulation of gene expression by Hypoxia-inducible Factor	Reactome	R-HSA-1234158	1	11	0.0321502573269	0.0878087828113	HIF1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1234158
PECAM1 interactions	Reactome	R-HSA-210990	1	11	0.0321502573269	0.0878087828113	PTPN6	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-210990
SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs	Reactome	R-HSA-77588	1	11	0.0321502573269	0.0878087828113	LSM10	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-77588
Signaling by TGF-beta family members	Reactome	R-HSA-9006936	2	101	0.0322035966777	0.0878139609088	CCNT1|USP15	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9006936
ABC-family proteins mediated transport	Reactome	R-HSA-382556	2	102	0.0327778583602	0.0889535838169	PSMD4|PSMD12	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-382556
T cell receptor signaling pathway	KEGG PATHWAY	hsa04660	2	103	0.0333561441238	0.0903792666972	CDK4|PTPN6	http://www.genome.jp/kegg-bin/show_pathway?hsa04660/hsa:5777%09red/hsa:1019%09red
Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation	Reactome	R-HSA-1474151	1	12	0.0347827574532	0.0906475831642	PTS	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1474151
Regulation of IFNG signaling	Reactome	R-HSA-877312	1	12	0.0347827574532	0.0906475831642	PTPN6	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-877312
Regulation of glycolysis by fructose 2,6-bisphosphate metabolism	Reactome	R-HSA-9634600	1	12	0.0347827574532	0.0906475831642	PPP2CA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9634600
Parathyroid hormone synthesis, secretion and action	KEGG PATHWAY	hsa04928	2	106	0.0351148896202	0.0913736533258	SLC9A3R1|GNA13	http://www.genome.jp/kegg-bin/show_pathway?hsa04928/hsa:9368%09red/hsa:10672%09red
Th17 cell differentiation	KEGG PATHWAY	hsa04659	2	107	0.0357090159636	0.0924966468131	STAT6|HIF1A	http://www.genome.jp/kegg-bin/show_pathway?hsa04659/hsa:3091%09red/hsa:6778%09red
Interleukin-4 and Interleukin-13 signaling	Reactome	R-HSA-6785807	2	108	0.0363070390507	0.0926788621829	STAT6|HIF1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6785807
Vesicle-mediated transport	Reactome	R-HSA-5653656	5	669	0.0371943060746	0.0926788621829	RAB1A|COPS6|DCTN4|DENND2D|CD55	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5653656
Golgi Cisternae Pericentriolar Stack Reorganization	Reactome	R-HSA-162658	1	13	0.0374081640563	0.0926788621829	RAB1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-162658
Inhibition of replication initiation of damaged DNA by RB1/E2F1	Reactome	R-HSA-113501	1	13	0.0374081640563	0.0926788621829	PPP2CA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-113501
Signal regulatory protein family interactions	Reactome	R-HSA-391160	1	13	0.0374081640563	0.0926788621829	PTPN6	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-391160
TNFR1-induced proapoptotic signaling	Reactome	R-HSA-5357786	1	13	0.0374081640563	0.0926788621829	TRADD	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5357786
Apoptosis induced DNA fragmentation	Reactome	R-HSA-140342	1	13	0.0374081640563	0.0926788621829	DFFA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-140342
Cytosolic iron-sulfur cluster assembly	Reactome	R-HSA-2564830	1	13	0.0374081640563	0.0926788621829	BACH1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2564830
Regulation of KIT signaling	Reactome	R-HSA-1433559	1	13	0.0374081640563	0.0926788621829	PTPN6	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1433559
ERKs are inactivated	Reactome	R-HSA-202670	1	13	0.0374081640563	0.0926788621829	PPP2CA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-202670
Mitotic Spindle Checkpoint	Reactome	R-HSA-69618	2	110	0.0375146749706	0.0928080437315	PPP2CA|RANBP2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69618
Nucleotide Excision Repair	Reactome	R-HSA-5696398	2	111	0.0381242378244	0.0937245936796	COPS6|CCNH	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5696398
@@Nucleotide excision repair	KEGG PATHWAY	hsa03420	1	47	0.122583633405	0.170956096587	CCNH	http://www.genome.jp/kegg-bin/show_pathway?hsa03420/hsa:902%09red
Hedgehog 'off' state	Reactome	R-HSA-5610787	2	112	0.0387375974632	0.0937245936796	PSMD4|PSMD12	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5610787
Spry regulation of FGF signaling	Reactome	R-HSA-1295596	1	14	0.0400264960705	0.0937245936796	PPP2CA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1295596
AMER1 mutants destabilize the destruction complex	Reactome	R-HSA-4839748	1	14	0.0400264960705	0.0937245936796	PPP2CA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-4839748
APC truncation mutants have impaired AXIN binding	Reactome	R-HSA-5467337	1	14	0.0400264960705	0.0937245936796	PPP2CA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5467337
truncated APC mutants destabilize the destruction complex	Reactome	R-HSA-4839744	1	14	0.0400264960705	0.0937245936796	PPP2CA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-4839744
AXIN missense mutants destabilize the destruction complex	Reactome	R-HSA-5467340	1	14	0.0400264960705	0.0937245936796	PPP2CA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5467340
Early Phase of HIV Life Cycle	Reactome	R-HSA-162594	1	14	0.0400264960705	0.0937245936796	BANF1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-162594
AXIN mutants destabilize the destruction complex, activating WNT signaling	Reactome	R-HSA-4839735	1	14	0.0400264960705	0.0937245936796	PPP2CA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-4839735
Truncations of AMER1 destabilize the destruction complex	Reactome	R-HSA-5467348	1	14	0.0400264960705	0.0937245936796	PPP2CA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5467348
TCR signaling	Reactome	R-HSA-202403	2	117	0.0418604856103	0.0966569421689	PSMD4|PSMD12	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-202403
Synthesis of DNA	Reactome	R-HSA-69239	2	118	0.0424961103157	0.0966569421689	PSMD4|PSMD12	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69239
S37 mutants of beta-catenin aren't phosphorylated	Reactome	R-HSA-5358749	1	15	0.0426377723803	0.0966569421689	PPP2CA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5358749
IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation	Reactome	R-HSA-975144	1	15	0.0426377723803	0.0966569421689	PELI1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-975144
S45 mutants of beta-catenin aren't phosphorylated	Reactome	R-HSA-5358751	1	15	0.0426377723803	0.0966569421689	PPP2CA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5358751
phosphorylation site mutants of CTNNB1 are not targeted to the proteasome by the destruction complex	Reactome	R-HSA-4839743	1	15	0.0426377723803	0.0966569421689	PPP2CA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-4839743
T41 mutants of beta-catenin aren't phosphorylated	Reactome	R-HSA-5358752	1	15	0.0426377723803	0.0966569421689	PPP2CA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5358752
IRAK1 recruits IKK complex	Reactome	R-HSA-937039	1	15	0.0426377723803	0.0966569421689	PELI1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-937039
S33 mutants of beta-catenin aren't phosphorylated	Reactome	R-HSA-5358747	1	15	0.0426377723803	0.0966569421689	PPP2CA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5358747
Misspliced GSK3beta mutants stabilize beta-catenin	Reactome	R-HSA-5339716	1	15	0.0426377723803	0.0966569421689	PPP2CA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5339716
Processing of SMDT1	Reactome	R-HSA-8949664	1	16	0.0452420118199	0.0991375021521	YME1L1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8949664
Caspase activation via Death Receptors in the presence of ligand	Reactome	R-HSA-140534	1	16	0.0452420118199	0.0991375021521	TRADD	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-140534
STING mediated induction of host immune responses	Reactome	R-HSA-1834941	1	16	0.0452420118199	0.0991375021521	STAT6	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1834941
FOXO-mediated transcription of cell death genes	Reactome	R-HSA-9614657	1	16	0.0452420118199	0.0991375021521	CEBPZ	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9614657
Rab regulation of trafficking	Reactome	R-HSA-9007101	2	123	0.0457281432503	0.099946146643	RAB1A|DENND2D	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9007101
Resolution of Sister Chromatid Cohesion	Reactome	R-HSA-2500257	2	123	0.0457281432503	0.099946146643	PPP2CA|RANBP2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2500257
Synthesis of glycosylphosphatidylinositol (GPI)	Reactome	R-HSA-162710	1	17	0.0478392331738	0.101822407765	PIGA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-162710
Beta-catenin phosphorylation cascade	Reactome	R-HSA-196299	1	17	0.0478392331738	0.101822407765	PPP2CA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-196299
Regulation of necroptotic cell death	Reactome	R-HSA-5675482	1	17	0.0478392331738	0.101822407765	TRADD	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5675482
MAPK signaling pathway	KEGG PATHWAY	hsa04010	3	295	0.0480168560411	0.102073192107	CEBPZ|RAC2|TRADD	http://www.genome.jp/kegg-bin/show_pathway?hsa04010/hsa:5880%09red/hsa:8717%09red/hsa:1649%09red
Autophagy - animal	KEGG PATHWAY	hsa04140	2	128	0.0490478524002	0.103748059538	PPP2CA|HIF1A	http://www.genome.jp/kegg-bin/show_pathway?hsa04140/hsa:5515%09red/hsa:3091%09red
Toll Like Receptor 4 (TLR4) Cascade	Reactome	R-HSA-166016	2	128	0.0490478524002	0.103748059538	PPP2CA|PELI1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-166016
Glycerophospholipid biosynthesis	Reactome	R-HSA-1483206	2	129	0.0497220579438	0.104469757266	PNPLA8|GPCPD1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1483206
Metabolism of lipids	Reactome	R-HSA-556833	5	728	0.0501012596468	0.104469757266	MED11|PNPLA8|ORMDL2|TNFAIP8L2|GPCPD1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-556833
Fc epsilon receptor (FCERI) signaling	Reactome	R-HSA-2454202	2	130	0.0503996308126	0.104469757266	PSMD4|PSMD12	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2454202
Ephrin signaling	Reactome	R-HSA-3928664	1	18	0.0504294551769	0.104469757266	SDCBP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3928664
Golgi-to-ER retrograde transport	Reactome	R-HSA-8856688	2	133	0.052452324768	0.106965334457	RAB1A|DCTN4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8856688
Regulated Necrosis	Reactome	R-HSA-5218859	1	19	0.0530126965147	0.106965334457	TRADD	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5218859
RIPK1-mediated regulated necrosis	Reactome	R-HSA-5213460	1	19	0.0530126965147	0.106965334457	TRADD	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5213460
Translesion Synthesis by POLH	Reactome	R-HSA-110320	1	19	0.0530126965147	0.106965334457	RCHY1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-110320
Cell surface interactions at the vascular wall	Reactome	R-HSA-202733	2	135	0.0538372066287	0.108500722214	SELPLG|PTPN6	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-202733
RHO GTPases Activate Formins	Reactome	R-HSA-5663220	2	136	0.0545345057637	0.109776416673	PPP2CA|RANBP2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5663220
PTEN Regulation	Reactome	R-HSA-6807070	2	137	0.0552350138983	0.11046610213	PSMD4|PSMD12	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6807070
Metabolism of cofactors	Reactome	R-HSA-8978934	1	20	0.0555889758229	0.11046610213	PTS	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8978934
CTLA4 inhibitory signaling	Reactome	R-HSA-389513	1	20	0.0555889758229	0.11046610213	PPP2CA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-389513
Death Receptor Signalling	Reactome	R-HSA-73887	2	140	0.057355570443	0.113329038872	GNA13|TRADD	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-73887
ER Quality Control Compartment (ERQC)	Reactome	R-HSA-901032	1	21	0.0581583116884	0.113329038872	RNF139	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-901032
Interleukin-37 signaling	Reactome	R-HSA-9008059	1	21	0.0581583116884	0.113329038872	PTPN6	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9008059
CD209 (DC-SIGN) signaling	Reactome	R-HSA-5621575	1	21	0.0581583116884	0.113329038872	ICAM2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5621575
RHO GTPase Effectors	Reactome	R-HSA-195258	3	321	0.0587727625946	0.114159100612	PPP2CA|RAC2|RANBP2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-195258
PD-1 signaling	Reactome	R-HSA-389948	1	22	0.0607207226485	0.115810361521	PTPN6	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-389948
E2F mediated regulation of DNA replication	Reactome	R-HSA-113510	1	22	0.0607207226485	0.115810361521	PPP2CA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-113510
ERK/MAPK targets	Reactome	R-HSA-198753	1	22	0.0607207226485	0.115810361521	PPP2CA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-198753
Cell adhesion molecules (CAMs)	KEGG PATHWAY	hsa04514	2	146	0.0616803548553	0.116987073042	ICAM2|SELPLG	http://www.genome.jp/kegg-bin/show_pathway?hsa04514/hsa:3384%09red/hsa:6404%09red
Epigenetic regulation of gene expression	Reactome	R-HSA-212165	2	146	0.0616803548553	0.116987073042	DDX21|CCNH	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-212165
Mitochondrial calcium ion transport	Reactome	R-HSA-8949215	1	23	0.0632762271917	0.117789007433	YME1L1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8949215
Negative regulation of FGFR3 signaling	Reactome	R-HSA-5654732	1	23	0.0632762271917	0.117789007433	PPP2CA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654732
Growth hormone receptor signaling	Reactome	R-HSA-982772	1	23	0.0632762271917	0.117789007433	PTPN6	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-982772
Thromboxane signalling through TP receptor	Reactome	R-HSA-428930	1	23	0.0632762271917	0.117789007433	GNA13	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-428930
Estrogen-dependent gene expression	Reactome	R-HSA-9018519	2	149	0.0638834151579	0.118531510516	CCNT1|CHD1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9018519
RHO GTPases Activate NADPH Oxidases	Reactome	R-HSA-5668599	1	24	0.0658248437577	0.12095049332	RAC2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5668599
Regulation of IFNA signaling	Reactome	R-HSA-912694	1	24	0.0658248437577	0.12095049332	PTPN6	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-912694
Toll-like Receptor Cascades	Reactome	R-HSA-168898	2	154	0.0676134499816	0.12375585407	PPP2CA|PELI1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168898
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	KEGG PATHWAY	hsa00563	1	25	0.0683665907372	0.12375585407	PIGA	http://www.genome.jp/kegg-bin/show_pathway?hsa00563/hsa:5277%09red
Downregulation of TGF-beta receptor signaling	Reactome	R-HSA-2173788	1	25	0.0683665907372	0.12375585407	USP15	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2173788
Nuclear Events (kinase and transcription factor activation)	Reactome	R-HSA-198725	1	25	0.0683665907372	0.12375585407	PPP2CA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-198725
Folate biosynthesis	KEGG PATHWAY	hsa00790	1	26	0.0709014864725	0.125418484361	PTS	http://www.genome.jp/kegg-bin/show_pathway?hsa00790/hsa:5805%09red
Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)	Reactome	R-HSA-5693554	1	26	0.0709014864725	0.125418484361	BACH1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5693554
Interleukin receptor SHC signaling	Reactome	R-HSA-912526	1	26	0.0709014864725	0.125418484361	PTPN6	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-912526
Calnexin/calreticulin cycle	Reactome	R-HSA-901042	1	26	0.0709014864725	0.125418484361	RNF139	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-901042
ATF4 activates genes in response to endoplasmic reticulum  stress	Reactome	R-HSA-380994	1	26	0.0709014864725	0.125418484361	CEBPZ	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-380994
Caspase activation via extrinsic apoptotic signalling pathway	Reactome	R-HSA-5357769	1	26	0.0709014864725	0.125418484361	TRADD	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5357769
DARPP-32 events	Reactome	R-HSA-180024	1	26	0.0709014864725	0.125418484361	PPP2CA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-180024
Negative regulation of FGFR1 signaling	Reactome	R-HSA-5654726	1	26	0.0709014864725	0.125418484361	PPP2CA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654726
Negative regulation of FGFR4 signaling	Reactome	R-HSA-5654733	1	27	0.0734295492573	0.128426476006	PPP2CA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654733
Downstream signal transduction	Reactome	R-HSA-186763	1	27	0.0734295492573	0.128426476006	STAT6	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-186763
Necroptosis	KEGG PATHWAY	hsa04217	2	162	0.0737272524023	0.12868345588	STAT6|TRADD	http://www.genome.jp/kegg-bin/show_pathway?hsa04217/hsa:8717%09red/hsa:6778%09red
Jak-STAT signaling pathway	KEGG PATHWAY	hsa04630	2	162	0.0737272524023	0.12868345588	STAT6|PTPN6	http://www.genome.jp/kegg-bin/show_pathway?hsa04630/hsa:5777%09red/hsa:6778%09red
Processing of Capped Intronless Pre-mRNA	Reactome	R-HSA-75067	1	28	0.0759507973368	0.129907826707	LSM10	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-75067
Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC)	Reactome	R-HSA-5619107	1	28	0.0759507973368	0.129907826707	RANBP2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5619107
NEP/NS2 Interacts with the Cellular Export Machinery	Reactome	R-HSA-168333	1	28	0.0759507973368	0.129907826707	RANBP2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168333
Acyl chain remodelling of PC	Reactome	R-HSA-1482788	1	28	0.0759507973368	0.129907826707	PNPLA8	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1482788
Regulation of Glucokinase by Glucokinase Regulatory Protein	Reactome	R-HSA-170822	1	28	0.0759507973368	0.129907826707	RANBP2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-170822
Negative regulation of FGFR2 signaling	Reactome	R-HSA-5654727	1	28	0.0759507973368	0.129907826707	PPP2CA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654727
TRP channels	Reactome	R-HSA-3295583	1	28	0.0759507973368	0.129907826707	TRPV2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3295583
Transport of Ribonucleoproteins into the Host Nucleus	Reactome	R-HSA-168271	1	28	0.0759507973368	0.129907826707	RANBP2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168271
cGMP-PKG signaling pathway	KEGG PATHWAY	hsa04022	2	167	0.0776355192351	0.132090907185	GNA13|RGS2	http://www.genome.jp/kegg-bin/show_pathway?hsa04022/hsa:5997%09red/hsa:10672%09red
Influenza A	KEGG PATHWAY	hsa05164	2	167	0.0776355192351	0.132090907185	CDK4|TRADD	http://www.genome.jp/kegg-bin/show_pathway?hsa05164/hsa:1019%09red/hsa:8717%09red
Regulation of expression of SLITs and ROBOs	Reactome	R-HSA-9010553	2	169	0.0792169007339	0.133224876407	PSMD4|PSMD12	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9010553
SUMO E3 ligases SUMOylate target proteins	Reactome	R-HSA-3108232	2	170	0.0800113867201	0.133546645467	NOP58|RANBP2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3108232
Nuclear import of Rev protein	Reactome	R-HSA-180746	1	30	0.08097292212	0.133546645467	RANBP2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-180746
RNA Polymerase I Transcription Termination	Reactome	R-HSA-73863	1	30	0.08097292212	0.133546645467	CCNH	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-73863
Recognition of DNA damage by PCNA-containing replication complex	Reactome	R-HSA-110314	1	30	0.08097292212	0.133546645467	UBE2B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-110314
TNFR1-induced NFkappaB signaling pathway	Reactome	R-HSA-5357956	1	30	0.08097292212	0.133546645467	TRADD	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5357956
Acyl chain remodelling of PE	Reactome	R-HSA-1482839	1	30	0.08097292212	0.133546645467	PNPLA8	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1482839
Export of Viral Ribonucleoproteins from Nucleus	Reactome	R-HSA-168274	1	30	0.08097292212	0.133546645467	RANBP2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168274
Synthesis of active ubiquitin: roles of E1 and E2 enzymes	Reactome	R-HSA-8866652	1	30	0.08097292212	0.133546645467	UBE2B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8866652
MAPK targets/ Nuclear events mediated by MAP kinases	Reactome	R-HSA-450282	1	31	0.0834738350735	0.134424374029	PPP2CA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-450282
PERK regulates gene expression	Reactome	R-HSA-381042	1	31	0.0834738350735	0.134424374029	CEBPZ	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-381042
Transport of the SLBP independent Mature mRNA	Reactome	R-HSA-159227	1	31	0.0834738350735	0.134424374029	RANBP2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-159227
Antigen activates B Cell Receptor (BCR) leading to generation of second messengers	Reactome	R-HSA-983695	1	31	0.0834738350735	0.134424374029	PTPN6	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-983695
Thrombin signalling through proteinase activated receptors (PARs)	Reactome	R-HSA-456926	1	31	0.0834738350735	0.134424374029	GNA13	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-456926
