Target id	Target name	P-value	FDR_BH	herb
HBTAR001716	GSTA2	0.000384594679991323	0.00506682956607707	防风
HBTAR002064	IL10	0.00148386307090213	0.00901788997770478	防风
HBTAR002511	MMP8	0.000384594679991323	0.00506682956607707	防风
HBTAR002535	MPO	0.000441747673761876	0.00542389992160657	防风
HBTAR003287	PTGER3	0.000614350252823145	0.00630133829366464	防风
HBTAR004140	TNF	2.26828659979508e-06	0.000148111775259452	防风
HBTAR007656	THEM6	0.000205849051287584	0.00361334689197737	防风
HBTAR010647	NOSTRIN	0.00157329412532569	0.00927613123856371	防风
HBTAR011239	PLB1	0.00176211799177536	0.00973311607735228	防风
HBTAR012515	Ptges3-ps	0.000138472179090105	0.00288393381854343	防风
HBTAR012603	TP53COR1	2.27986412897866e-10	8.05395939654583e-08	防风
HBTAR012609	Cox20b	0.000463686717408204	0.00558134060188231	防风
HBTAR000094	ADRA1A	0.000159176145380694	0.00310470950310116	防风
HBTAR002060	CXCL8	0.000392329657385352	0.00513275035514734	防风
HBTAR000360	BCL2	0.00101160460066423	0.00774860288241684	防风
HBTAR002166	JUN	0.000698100101528863	0.00666820728523971	防风
HBTAR002406	MAP2	0.00111186129145448	0.00806226910409184	防风
HBTAR003098	PON1	0.00157329412532569	0.00927613123856371	防风
HBTAR002031	IGHG1	1.9470379641403e-07	2.1616625379567e-05	防风
HBTAR008627	TCEAL7	0.000506851473114101	0.00574214043725594	防风
HBTAR002142	EIF6	3.074964885666e-05	0.00103633110781722	防风
HBTAR012553	Api5-ps	0.000946570892114134	0.00756036291741674	防风
HBTAR012539	CCR12P	0.00156735020918352	0.00927613123856371	防风
HBTAR012518	Ciaaq1	0.000732164758360084	0.00668585134858199	防风
